"content","cmp_code","eu_code"
"Uns bewegt mit anderen zusammen die Frage, wie wir morgen leben wollen.","305",NA
"Das ist eine Frage der Demokratie: Was stärkt unseren Zusammenhalt, was schafft gerechten Zugang für alle, worauf können wir in Zukunft verzichten?","202",NA
"Wir wollen Erfahrungen und Ideen verbinden, die unser Zusammenleben friedlicher, produktiver, nachhaltiger und auch sicherer machen.","305",NA
"Wir brauchen keine Banken, die riskant spekulieren und unternehmerische Vorhaben ausbremsen.","403",NA
"Niemand darf wegschauen, wenn in einem reichen Land Kinder morgens mit leerem Magen zur Schule gehen.","503",NA
"Das ist Ausgrenzung statt Freiheit.","503",NA
"Die Armut von Kindern und Alten in unserer Gesellschaft wächst.","503",NA
"Und das ist nur die Spitze des Eisbergs von Ungerechtigkeiten, die unser Zusammenleben bedrohen.","606",NA
"Wenn es aussichtslos ist, Erwerbsarbeit zu finden, wenn das Einkommen entwürdigend ist, wenn Menschen mit Behinderung oder Asylsuchende gleich mehrfach benachteiligt werden – wenn Existenzangst und Perspektivlosigkeit zum Alltag geworden sind, dann hat die Politik versagt.","305",NA
"Die sozialen und die Freiheitsrechte der Menschen werden dabei missachtet","201",NA
"und Teilhabe und Inklusion bleiben auf der Strecke.","503",NA
"Unsere Antwort ist demokratisch, kreativ und offen für Neues.","305",NA
"Wir bringen unterschiedliche Erfahrungen ein: aus den gewerkschaftlichen Kämpfen für gute Arbeit und Sozialstaat, aus feministischen und antirassistischen Bewegungen, aus der Friedensbewegung.","305",NA
"Auch aus dem Aufbruch von1989 gegen repressiven Staatssozialismus.","305",NA
"Über die Erfahrungen aus dem Staatssozialismus kritisch zu sprechen, so dass sie nicht die vielfältigen Lebenserfahrungen delegitimieren, ist auch eine linke Aufgabe.","305",NA
"All diese Erfahrungen bringen wir in unsere Politik gegen repressiven Kapitalismus ein, für die Stärkung öffentlicher Daseinsvorsorge und einen sozial-ökologischen Umbau, gegen Rüstungsexporte,  für gute Löhne und Renten, für soziale Freiheitsrechte.","305",NA
"Freiheit für die Menschen, das ist etwas anderes als die Freiheit der Märkte oder die »freie« Konkurrenz, die Menschen in Deutschland und weltweit in Gewinnerinnen und Gewinner und Verliererinnen und Verlierer einteilt.","201",NA
"Wir wehren uns dagegen, dass die Ärmsten noch beschimpft werden","503",NA
"und dass Flüchtlinge wie Kriminelle behandelt werden.","705",NA
"Auf den sozialen Rissen und Spaltungen der Gesellschaft bauen alltäglicher Rassismus und die Ungleichheitsideologien der Nazis auf.","503",NA
"Offensichtlich haben staatliche Strukturen hier versagt, verharmlost und vertuscht.","305",NA
"Durch soziale Risse und Spaltungen können Sexismus, Antisemitismus, Feindlichkeit gegen Schwule, Lesben und Transmenschen wachsen.","503",NA
"Die Kosten dieser Risse und Verwerfungen kommen uns letztlich teurer, als die Erneuerung dessen, was den Zusammenhang stärkt und das soziale Gewebe der Gesellschaft ausmacht.","606",NA
"Dafür brauchen wir soziale Investitionen.","409",NA
"Die Bundesregierung wirbt mit der Lüge, »wir« seien gut durch die Krise gekommen.","305",NA
"Drohend zeigen Regierung und Medien auf die Entwicklungen in den anderen Ländern in Europa und behaupten, dass es »uns« dagegen gut gehe.","305",NA
"Gut durch die Krise gekommen sind die Banken, die Reichen – hier, in Europa und weltweit.","305",NA
"Die Gesellschaft jedoch treibt auseinander.","503",NA
"Die offiziell gemessene Erwerbslosigkeit ist in Deutschland geringer als in anderen Ländern.","701",NA
"Richtig.","701",NA
"Doch wenn die Zahlen bereinigt werden, sind es immer noch fünf Millionen Menschen.","701",NA
"Und was sind das für Arbeitsverhältnisse?","701",NA
"Niedriglöhne, Befristungen und prekäre Arbeitsverhältnisse nehmen zu.","701",NA
"Viele Beschäftigte leiden unter den zunehmenden Belastungen an ihrem Arbeitsplatz.","701",NA
"Sie machen sich Sorgen, weil Mieten und Strompreise steigen oder ob sie genug Zeit für ihre Kinder finden.","701",NA
"Viele müssen bei schlechter Bezahlung länger arbeiten, damit sie gerade noch über die Runden kommen.","701",NA
"Andere müssen in weniger Zeit noch mehr leisten.","701",NA
"Viele können nicht so lange arbeiten, wie sie wollen, andere werden vom Jobcenter in schlecht bezahlte Tätigkeiten, unentgeltliche Praktika oder Ein-Euro-Jobs gezwungen.","701",NA
"Stress und Erschöpfung gehören bei vielen zum Alltag: bei denen, die niedrige Löhne erhalten, bei den Selbstständigen, die um jeden Auftrag kämpfen müssen, bei denen, die in der Produktion oder im Krankenhaus arbeiten.","701",NA
"Die Ursachen sind die gleichen: Vor der Drohkulisse Hartz IV und ohne gesetzlichen Mindestlohn können Unternehmen leichter Löhne drücken und Arbeitsbedingungen verschlechtern.","412",NA
"Der Kapitalismus ist ein auf Profitmaximierung ausgerichtetes System, das aktuell immer mehr auf kurzfristige Gewinne an den Finanzmärkten setzt.","415",NA
"Öffentliche Güter werden privatisiert und auf Profit getrimmt: Wohnen, Wasser- und Energieversorgung, Gesundheit.","415",NA
"Die Ausweitung von Leiharbeit und Hungerlöhnen, die Hartz-Gesetze, die Rente erst ab 67, die Abschaffung der paritätischen Finanzierung der Sozialsysteme, die Deregulierung der Finanzmärkte und die Steuergeschenke an Konzerne sowie die Senkung des Spitzensteuersatzes sind Ergebnis der Politik von CDU, FDP, SPD und Grünen.","305",NA
"Diese Umverteilung von unten nach oben ist von SPD und Grünen unter der Schröder- Fischer-Regierung eingeleitet worden, wurde dann von der großen Koalition und jetzt von der Merkel-Regierung fortgesetzt.","305",NA
"Der SPD-Kanzlerkandidat Steinbrück hat sowohl als Ministerpräsident in Nordrhein-Westfalen als auch als Finanzminister in der Großen Koalition diese Politik wesentlich mitgeprägt.","305",NA
"Eine Gesellschaft, die vorrangig auf Profit und Markt ausgerichtet ist, kann und will die Bedürfnisse und Interessen von immer mehr Menschen nicht befriedigen und führt in die ökologische Katastrophe.","416",NA
"Trotzdem macht die Bundesregierung einfach weiter so.","305",NA
"Wenn die Menschen in Europa arm werden, wenn Löhne und Gehälter überall sinken, droht auch in Deutschland die Rezession, der wirtschaftliche Abschwung.","409",NA
"Die Regierung will die Konkurrenz zwischen den Beschäftigten in Europa verschärfen.","701",NA
"Sie will den Druck auf die Löhne und Gehälter in Deutschland erhöhen.","701",NA
"Sie setzt auf einen schlanken, ausgehungerten Staat und damit auf eine marode, arme öffentliche Infrastruktur und Daseinsvorsorge.","305",NA
"Die Bundesregierung stellt die Menschen und ihre Ansprüche an ein gutes Leben als Ursache der Krise dar, statt zu sehen, dass es die Aufgabe demokratischer Politik ist, dieses gute Leben für alle Menschen möglich zu machen.","305",NA
"Die Loyalitäten der Regierung Merkel liegen anderswo.","305",NA
"Sie ordnet Demokratie und soziale Gerechtigkeit den Interessen der Unternehmen und der Finanzmärkte unter.","305",NA
"Die soziale Ungleichheit nimmt zu.","503",NA
"Es gibt mehr Arme – und mehr Reichtum.","503",NA
"Das ist die alltägliche Krise.","503",NA
"Dagegen stehen für uns LINKE die Menschen an der ersten Stelle.","305",NA
"Gemeinsam drängen wir Profitorientierung und Privatisierung zurück, um Raum und Luft für solidarische Alternativen zu schaffen.","305",NA
"Dafür kämpfen wir in den Parlamenten, in den Betrieben, auf den Straßen, in den Genossenschaften, in den Bürgerinitiativen.","305",NA
"Wir wollen ein Zukunftsprogramm:","0",NA
"Es fehlen Kita-Plätze,","504",NA
"Schulen,","504",NA
"öffentliche Dienstleistungen,","409",NA
"die Infrastruktur muss verbessert werden.","411",NA
"Wir haben in unserem Programm Investitionen vorgesehen, die sich zusammengenommen auf etwa 100 Milliarden Euro belaufen.","409",NA
"Damit wollen wir die Versorgung der Bevölkerung verbessern,","504",NA
"Massenerwerbslosigkeit bekämpfen","701",NA
"und den Sozialstaat wieder stärken.","504",NA
"Wir wollen die öffentliche Daseinsvorsorge ausbauen – durch Investitionen in Bildung,","506",NA
"Krankenhäuser und Pflege –,","504",NA
"die Energiewende sozial gerecht gestalten","503",NA
"und den öffentlichen, barrierefreien Personenverkehr verbessern.","411",NA
"Und wir wollen zusätzliche tariflich geschützte Beschäftigung schaffen.","701",NA
"Die Ausgaben dieses Zukunftsprogramms sind durch unser Konzept zur Umverteilung gedeckt.","503",NA
"Unser Programm ist machbar, bezahlbar und ein Einstieg in eine bessere, mensch-lichere Gesellschaft.","305",NA
"In Kürze umfasst es die folgenden Punkte:","0",NA
"-  Wir wollen, dass niemand im Alter und  in der Arbeit arm ist.","503",NA
"Wir fordern einen gesetzlichen Mindestlohn von zehn Euro  pro Stunde.","412",NA
"Die Löhne müssen steigen","703",NA
"und das Rentenniveau muss wieder auf  53 Prozent angehoben werden.","504",NA
"- Wir wollen gute Arbeit statt schlechter, ungesicherter und unterbezahlter Jobs.","701",NA
"Deshalb wollen wir eine umfassende Regulierung und Absicherung aller Arbeitsverhältnisse.","701",NA
"- Wir wollen öffentliche und soziale Dienstleistungen ausbauen","504",NA
"und den ökologischen Umbau voran bringen","416",NA
"und so mit guter Arbeit Erwerbslosigkeit abbauen.","701",NA
"Dazu fordern wir ein Zukunftsprogramm.","404",NA
"- Wir wollen eine Solidarische Mindestrente von1.050 Euro netto – darunter droht die Armut.","504",NA
"- Wir stehen dafür, dass die Reichen und Unternehmen an der Finanzierung des Gemeinwesens gerecht beteiligt werden und privater Reichtum nicht zu öffentlicher Armut führt.","503",NA
"- Hohe Einkommen müssen wieder mit einem Spitzensteuersatz von 53 Prozent besteuert werden.","503",NA
"Zudem wollen wir eine Millionärsteuer auf hohe Vermögen einführen und eine Reform der Erbschaftsteuer.","503",NA
"- DIE LINKE verteidigt die sozialen Grundrechte der Menschen als Grundlage von Demokratie und Gerechtigkeit.","503",NA
"Wir wollen eine inklusive Gesellschaft, in der alle Menschen am gesellschaftlichen Reichtum, an Kultur und Bildung teilhaben –","503",NA
"und mitbestimmen, wie die Gesellschaft sich weiter entwickelt.","202",NA
"Wir fordern bessere Leistungen für Erwerbslose und: weg mit dem Hartz-IV-System.","504",NA
"Im ersten Schritt müssen die Sanktionen beseitigt und die Hartz-IV-Sätze auf 500 Euro erhöht werden.","504",NA
"Um Kinder wirksam vor Armut zu schützen, wollen wir eine Kindergrundsicherung einführen.","504",NA
"- Wir wollen die Verdrängung von Mieterinnen und Mietern stoppen und die Mieten deckeln.","412",NA
"Wir brauchen mehr Wohnungen mit Sozialbindung.","504",NA
"-  Wir stehen für ein friedliches, weltoffenes  und solidarisches Europa,","108",NA
"in dem gemein-sam Sozialstandards ausgehandelt","503",NA
"und die Reichen über Vermögensabgaben an der Finanzierung beteiligt werden.","503",NA
"- Die Finanzmärkte und Banken müssen wirksam kontrolliert und in den Dienst der Gesellschaft gestellt werden.","403",NA
"Wir wollen eine Finanztransaktionsteuer","403",NA
"und eine europaweite einmalige Abgabe für Vermögen über einer Million Euro.","503",NA
"- Wir wollen Wirtschaft und Gesellschaft ökologisch umbauen und dabei die soziale Frage ins Zentrum des Umbaus rücken.","503",NA
"Die Grundversorgung mit Energie muss als Grundrecht gewährleistet,","504",NA
"die Verschwendung von Energie eingedämmt werden.","501",NA
"Die Versorgung darf nicht in den Händen von Konzernen liegen.","413",NA
"Strom- und Gassperren wollen wir verbieten.","503",NA
"Mittelfristig soll der Nahverkehr kostenfrei zur Verfügung stehen","504",NA
"und das Angebot ausgebaut werden.","411",NA
"- Wir wollen Bürgerrechte stärken","201",NA
"und die sozialen Grundlagen der Demokratie ausweiten.","503",NA
"Den Einfluss der Wirtschaftslobby auf die Politik wollen wir beenden.","202",NA
"Demokratie bedeutet, dass gemeinsam und öffentlich über wichtige Dinge des Lebens entschieden wird.","202",NA
"Dafür muss öffentliches Eigentum gestärkt","413",NA
"und die Beteiligung der Menschen sichergestellt werden.","202",NA
"Es gibt viele Möglichkeiten: Die Mitbestimmung in den Unternehmen wird ausgebaut.","701",NA
"Private Unternehmen der öffentlichen Daseinsvorsorge werden rekommunalisiert.","413",NA
"Genossenschaften im Wohnungsbau werden gestärkt.","402",NA
"Die Möglichkeiten werden verbessert, dass Belegschaften ihre Betriebe übernehmen oder Genossenschaften gründen.","701",NA
"- Wir setzen uns gegen die Zerstörung des Sozialstaates mit der »Schuldenbremse« und daher für ihre Abschaffung aus dem Grundgesetz und allen Landesverfassungen ein.","409",NA
"- Statt Überwachung, Einschränkungen des Rechtsschutzes und schleichenden Verlusts von rechtsstaatlichen Standards muss eine Umkehr stattfinden.","201",NA
"Datenschutz muss gewährleistet, der – auch soziale – Zugang zu den Gerichten muss gesichert und staatliches Handeln wieder an rechtsstaatlichen Grundsätzen ausgerichtet werden.","201",NA
"- Wir wollen eine solidarische Gesundheitsversicherung: eine Kasse für alle.","504",NA
"Alle zahlen ein, alle werden gleichermaßen gut versorgt.","503",NA
"Alle Zuzahlungen und Zusatzbeiträge werden abgeschafft, und die paritätische Finanzierung wird wieder hergestellt.","504",NA
"Für die meisten werden die Beiträge sinken, die private Krankenversicherung wird auf Zusatzversicherung beschränkt.","504",NA
"- DIE LINKE ist die Partei des Friedens – die einzige im Parlament.","106",NA
"Wir stehen für einen sofortigen, bedingungslosen Abzug der Bundeswehr aus den Auslandseinsätzen","105",NA
"und den Stopp von Waffenexporten.","105",NA
"Die Produktion von Waffen muss beendet und – unter Beteiligung der Belegschaften – in eine Produktion von zivilen Gütern überführt werden.","105",NA
"Wer will, kann schnell in eine machbare andere Politik einsteigen:","305",NA
"Einführung des Mindestlohns von zehn Euro die Stunde,","412",NA
"Zurückdrängen von Leiharbeit, Befristungen und Minijobs,","701",NA
"Erhöhung der Renten,","504",NA
"Rücknahme der Rente erst ab 67 Jahren,","504",NA
"Lohn- und Rentengerechtigkeit in Ostdeutschland,","503",NA
"solidarische Gesundheitsversicherung,","504",NA
"Vermögensteuer,","503",NA
"Abschaffung der HartzIV-Sanktionen und Anhebung der Hartz-IV-Sätze auf 500 Euro,","504",NA
"Abzug aus Afghanistan und Beendigung aller Auslandseinsätze der Bundeswehr,","105",NA
"Verbot von Waffenexporten – das sind Entscheidungen, die eine neue Regierung sofort treffen könnte, das sind unsere Sofortforderungen für einen Politikwechsel.","105",NA
"Für uns sind diese Maßnahmen nur ein Anfang.","415",NA
"Sie können Einstiege in ein neues Modell von Gesellschaft sein, eine Alternative zum Finanzkapitalismus.","415",NA
"Ein Modell des Miteinanders, der praktischen Solidarität.","606",NA
"Solidarität ist nicht ein Aufruf zum persönlichen Verzicht.","606",NA
"Die Idee der Solidarität drückt sich darin aus, wie wir unsere Gesellschaft organisieren: in der gemeinsamen Gestaltung des öffentlichen Lebens und der öffentlichen Infrastruktur;","202",NA
"in einem verantwortlichen und zukunftsfähigen Modell des Wirtschaftens, das Soziales und Ökologisches verbindet, das Klassen überwindet und das der Demokratie dient und ihr nicht schadet.","416",NA
"Wir wollen einen demokratischen – freiheitlichen, ökologischen, lustvollen – Sozialismus gestalten.","415",NA
"Auf dem Weg dahin gilt es, viele Schritte zu gehen.","305",NA
"Sie beginnen bei den Nöten und Sorgen, Wünschen und Träumen der Menschen.","305",NA
"Wir haben ein Programm machbarer Alternativen, das wir zusammen mit möglichst vielen anderen weiterentwickeln und umsetzen wollen.","305",NA
"Wir entwerfen ein Bild einer veränderten Bundesrepublik:","0",NA
"Sie ist sozial gerechter,","503",NA
"macht Ernst mit der Energiewende,","501",NA
"sie ist friedlich mit Blick auf internationale Verantwortung","106",NA
"und arbeitet auf ein solidarisches Europa hin.","503",NA
"Sie ermöglicht allen – unabhängig von der Herkunft – an Bildung und Entwicklung, überhaupt am gesellschaftlichen Reichtum teilzuhaben.","503",NA
"Veränderungen gelingen nur mit den Menschen.","202",NA
"Deshalb bedarf es auch eines neuen demokratischen Alltags: in den Parlamenten ebenso wie in den Betrieben und im öffentlichen Leben.","202",NA
"Wir machen keine Politik stellvertretend für andere.","305",NA
"Wir sind Teil der Vielen, die für mehr Gerechtigkeit und Freiheit, Würde und Gemeinsinn kämpfen.","305",NA
"Unsere Vorstellungen und Konzepte, unsere Theorien und Glaubensvorstellungen mögen unterschiedliche sein.","305",NA
"Gemeinsam ist uns: Wir mischen uns in soziale Kämpfe ein, unterstützen Initiativen, soziale Bewegungen und Gewerkschaften.","305",NA
"Und wir geben denjenigen eine Stimme, die von der Politik allein gelassen werden, denen existenzielle Not und fehlende Perspektiven den Mut genommen haben.","305",NA
"Unser Platz ist an ihrer Seite – und das bleibt auch so.","305",NA
"Wir setzen uns für die Stärkung des Öffentlichen, für mehr Selbstbestimmung und damit für mehr Demokratie ein, machen Druck auf andere Parteien, damit sie eine andere Politik verfolgen.","202",NA
"Alle großen Veränderungen beginnen mit ersten, entschlossenen Schritten.","305",NA
"Unser Programm für die Bundestagswahl ist eine Einladung, den Weg mit uns zu gehen.","305",NA
"I. Solidarität neu erfinden: Gute Arbeit und soziale Gerechtigkeit",NA,NA
"Der Einstieg in eine gerechte Gesellschaft bedarf mehrerer Entscheidungen gleichzeitig:","503",NA
"Armut und Reichtum abgrenzen, also mit Steuern und Abgaben für die Reichen die Gelder einnehmen, mit denen öffentliche Dienstleistungen und eine gute Infrastruktur finanziert werden können;","503",NA
"die ungleichen Einkommen regulieren und verhindern, dass die Menschen sich arm arbeiten;","701",NA
"die Massenerwerbslosigkeit bekämpfen und die Erwerbslosen vor Entwürdigung schützen;","701",NA
"gesellschaftliche Teilhabe garantieren und verhindern, dass die Angst vor Hartz IV die Menschen in schlechte Arbeitsverhältnisse zwingt;","503",NA
"verhindern, dass der Job das ganze Leben beherrscht, so dass Zeit bleibt für Erholung, Familie, Spaß, auch um sich politisch einzumischen;","701",NA
"ein Leben im Alter mit gesichertem Lebensstandard garantieren.","504",NA
"Es muss sicher sein, dass für Bildung und Kindererziehung eine ausreichende und gute öffentliche Infrastruktur bereitgestellt wird.","506",NA
"Auch wer wenig Geld hat, muss die Möglichkeit haben, seine Gesundheit gut zu erhalten.","504",NA
"Jede und Jeder hat das Recht auf Arbeit und das Recht, konkrete Arbeitsangebote abzulehnen, ohne Sperrzeiten oder andere Sanktionen fürchten zu müssen.","201",NA
"Eine solidarische Gesellschaft muss Reichtum von oben nach unten, von privat nach öffentlich verteilen und damit auch Neues schaffen:","503",NA
"vor allem eine leistungsfähige öffentliche Daseinsvorsorge – Bildung, Gesundheit, Kultur, Verkehr, Energieversorgung etc. – für alle bereitstellen.","504",NA
"Dabei geht es um große Investitionen ebenso wie um die kleinen praktischen Schritte für einen besseren Alltag, beispielsweise ein unentgeltliches warmes und gesundes Mittagessen in allen Kitas und Schulen.","409",NA
"Es ist nur gerecht, zur Finanzierung dieser Maßnahmen diejenigen sehr viel stärker heranzuziehen, die wohlhabend und reich sind.","503",NA
"Insofern sind gute Erwerbsarbeit, ein guter Lohn, Schutz vor Erwerbslosigkeit und Armut sowie leistungsfähige öffentliche Dienstleistungen und Infrastrukturen einerseits und höhere öffentliche Einnahmen aufgrund von Reichen-, Millionärs- und höheren Unternehmenssteuern andererseits zwei Seiten einer Medaille.","503",NA
"Beides zusammen bildet die Grundlage einer gerechten und solidarischen Gesellschaft.","503",NA
"DIE LINKE steht für einen solchen Einstieg in eine neue Gerechtigkeit.","503",NA
"Gute Arbeit statt niedriger Löhne und unsicherer Jobs",NA,NA
"»Ich arbeite als Krankenschwester bis zur Erschöpfung, und es reicht doch nicht für die Familie. Für die Patienten ist kaum Zeit, die müssen immer schnell abgefertigt werden, seit der Privatisierung geht es nur noch um Zeiteinsparen und Profit. Oft arbeite ich länger, um mich mehr mit Patienten befassen zu können. Dann fehlt mir zu Hause oft die Zeit für die Kinder, und ich habe ein schlechtes Gewissen. Die Kinder stehen in der Schule enorm unter Druck. Und ich weiß nicht, wie ich ihnen noch was bieten kann, mal in den Urlaub, das Haus abbezahlen. Und wenn das mit der Rente so entschieden wird, komme ich gerade mal auf 730 Euro, wenn ich bis 67 durchhalte. Und das schaffe ich nicht, jeden Tag die Patienten heben und so. Wann gibt’s für uns einen Rettungsschirm?« Katrin, 42, Krankenschwester aus Zwickau",NA,NA
"Gute Arbeit bedeutet, dass wir von unserer Erwerbsarbeit leben, unser Leben eigenständig gestalten und uns weiterentwickeln können.","701",NA
"Der Anspruch, dass die Arbeit gut sein muss, bezieht sich auf die Höhe von Lohn und Gehalt, den Inhalt, die Arbeitsabläufe und die Gestaltung des Arbeitsplatzes und der Arbeitszeiten.","701",NA
"Viele Menschen arbeiten zu lang, weil sie zu wenig verdienen oder weil die Arbeit so organisiert ist, dass sie sie buchstäblich mit nach Hause nehmen und nicht mehr aus dem Kopf bekommen.","701",NA
"Viele leiden unter Stress und Erschöpfung.","701",NA
