"content","cmp_code","eu_code"
"Dem Irrglauben, der Staat sei der bessere Unternehmer, treten wir entschieden entgegen.","401",0
"Staatswirtschaften schaffen keinen Wohlstand, sondern sie nehmen den Menschen die Freiheit.","401",0
"Darum lehnen wir es ab, dass der Staat unternehmerische Entscheidungen an sich zieht.","401",0
"Aber wir treten dafür ein, dass er Hüter der Ordnung ist.","403",0
"Er muss helfen, dass die Selbstheilungskräfte der Wirtschaft neu geweckt werden.","408",0
"Die Welt muss zeigen, dass sie ihre Lektion gelernt hat.","403",0
"Nach der Krise darf es nicht so weitergehen wie vor der Krise.","403",0
"Die erfolgreichen Prinzipien der Sozialen Markt - wirtschaft müssen europa- und weltweit verankert werden.","403",0
"Dafür sind die beim G20-Gipfel in London getroffenen Verabredungen für eine neue internationale Finanzverfassung erste Bausteine.","107",0
"2. Unser Weg aus der internationalen Krise I. Wir konzentrieren uns in den kommenden vier Jahren auf folgende zehn Punkte:",NA,NA
"1. Wir brauchen nachhaltiges Wachstum, um die Folgen der Krise zu überwinden.","410",0
"Um dieses zu erreichen, müssen wir den Haushalt konsolidieren, Investitionen fördern sowie Bürgerinnen und Bürger entlasten.","414",0
"_ Wir wollen die Neuverschuldung senken, indem wir die zur Krisenbekämpfung notwendigen neuen Ausgaben so schnell wie möglich wieder abtragen.","414",0
"Wir halten am Ziel eines ausgeglichenen Haushalts fest.","414",0
"Dafür haben wir die Schuldenbremse im Grundgesetz auch gegen Widerstände verankert.","414",0
"Sie ist ein Gebot der Generationengerechtigkeit und der Vernunft.","414",0
"Der Staat muss sich die Luft verschaffen, um zu gestalten.","414",0
"Je größer die Fortschritte bei der Haushaltskonsolidierung, desto größer die entsprechenden Gestaltungsspielräume.","414",0
"_ Wer gestärkt aus der Krise hervorgehen will, muss die richtigen Schwerpunkte setzen.","408",0
"Unser Leitgedanke ist: in Deutschlands Stärken investieren.","408",0
"Wir brauchen Investitionen in Innovationen","411",0
"und in Bildung.","506",0
"Wenn wir unseren Wohlstand erhalten wollen, sind wir auch in den kommenden Jahrzehnten auf den Ideen- und Erfinderreichtum unseres Landes angewiesen.","411",0
"Made in Germany steht für Wertarbeit und Spitzentechnologie.","411",0
"Dieses Markenzeichen werden wir erhalten.","411",0
"Die Krise wird zuallererst von den Menschen bewältigt, die durch ihren Fleiß, ihre Arbeit und ihren Einsatz unser Land voranbringen.","701",0
"CDU und CSU wollen sie motivieren und sie deshalb entlasten.","701",0
"Wir schaffen Freiräume für die Bürgerinnen und Bürger und lassen ihnen ihre eigenen Gestaltungsmöglichkeiten.","401",0
"Wir setzen Leistungsanreize, denn Leistung muss sich lohnen.","401",0
"Daraus erwächst die Kraft, den Wohlstand und die Solidarität in unserem Land zu sichern.","401",0
"2. Wir stehen weiter ein für unser Ziel „Arbeit für alle“.","408",0
"Um dies zu erreichen, müssen wir mehr denn je eine Bildungs- und Qualifizierungsoffensive starten.","411",0
"Die deutsche Industrie, der Mittelstand, das Handwerk und die Freien Berufe, Arbeitnehmer wie Arbeitgeber, Besitzer von Arbeitsplätzen und Arbeitslose – alle in unserer Gesellschaft müssen ihren Beitrag leisten, damit Arbeitsplätze erhalten und geschaffen werden.","606",0
"3. Unser Land soll Bildungsrepublik werden.","506",0
"Bildung darf keine Frage des Einkommens der Eltern sein.","503",0
"Wir wollen unser Bildungsangebot weiter ausbauen.","506",0
"Damit unterstützen wir auch die Familien.","603",0
"Auch dies ist ein wichtiger Beitrag, Deutschland familienfreundlicher zu machen.","603",0
"4. Wir werden Ehe und Familie weiter stärken.","603",0
"Die Familien sind der Kern unserer Gesellschaft.","603",0
"Es ist unsere Politik, Familien Wahlmöglichkeiten zu schaffen","603",0
"und in unserer Gesellschaft insgesamt ein Klima zu fördern, das auf Respekt für unterschiedliche Lebensmodelle fußt.","604",0
"Dazu werden wir unsere Anstrengungen im Bereich des Ausbaus von Kinderbetreuungsplätzen für unter Dreijährige fortsetzen und ein Betreuungsgeld einführen.","504",0
"Was für die Betreuung der Kinder gilt, muss zunehmend auch für die Pflege von Eltern und Großeltern gelten.","503",0
"5. Deutschland braucht starke ländliche Räume.","408",0
"CDU und CSU stehen für eine Politik, die die Leistungen der Menschen in ländlichen Räumen anerkennt und ihre Chancen für die Zukunft sichert.","408",0
"Deshalb werden wir weiter in alle Regionen investieren.","408",0
"Faire Rahmenbedingungen für die Landwirte sorgen für Versorgungssicherheit und faire Preise.","703",0
"Eine gesunde und starke Landwirtschaft sichert die Ernährung, erhält unsere Kulturlandschaft, produziert nachwachsende Rohstoffe und trägt zur Energiesicherheit bei.","703",0
"6. Wir setzen uns weiter für den verantwortungsbewussten Umgang mit knappen Ressourcen","501",0
"und für die Bekämpfung des Klimawandels ein.","501",0
"Dabei fangen wir im eigenen Land an:","501",0
"Dafür müssen neue Energiequellen erschlossen werden.","501",0
"Unsere Energiestrategie setzt auf Energiesicherheit,","408",0
"ökologische Verträglichkeit,","501",0
"bezahlbare und wettbewerbsfähige Energiepreise","403",0
"und Unabhängigkeit.","408",0
"Wir wollen unsere Anstrengungen in Forschung und Entwicklung noch einmal steigern.","411",0
"7. Die Chancen- und Lohngleichheit von Frauen zu verwirklichen, ist Teil einer Gesellschaft des Zusammenhalts.","503",0
"Wir stehen für eine ausgewogene Berücksichtigung von Frauen in Führungsfunktionen.","706",0
"8. Wir wollen ein gutes Zusammenleben von Einheimischen und Migranten ermöglichen.","607",0
"CDU und CSU haben Integration zu einer gesamtgesellschaftlichen Aufgabe gemacht.","606",0
"Deutschland ist Integrationsland.","607",0
"Fördern und Fordern stehen dabei im Mittelpunkt.","608",0
"Gute Sprachkenntnisse und gute Bildung sind unverzichtbar.","506",0
"Wer die Werte unserer Gesellschaft und Deutschland als seine Heimat annehmen will, wird seine Chance in unserem Land bekommen und ist uns herzlich willkommen.","607",0
"9. Wir werden die Sicherheit in unserem Land gegen innere und äußere Gefahren bewahren.","605",0
"Jeder Mensch muss die Möglichkeit haben, sich jederzeit ohne Angst und Befürchtungen auf Straßen und Plätzen bewegen zu können.","605",0
"10. CDU und CSU wollen die Prinzipien der Sozialen Marktwirtschaft auch international verankern.","403",0
"Deutschland hat gute Chancen, dass seine Soziale Marktwirtschaft weltweit zum Modell wird.","601",0
"Deutschlands und Europas Selbstständigkeit und Einfluss sind in der Krise gewachsen.","601",0
"Das wollen wir nutzen, damit sich alle Staaten für zukünftige Generationen und den Erhalt der natürlichen Lebensgrundlagen einsetzen","501",0
"und friedlich miteinander leben.","106",0
"Wir wollen ein starkes und bürgernahes Europa.","108",0
"II. Für diese Politik fördern wir sechs Zukunftsprojekte besonders. Zukunftsprojekt: Wachstumspotenzial Umwelttechnologien",NA,NA
"Die Umwelttechnik ist einer der Wachstumsmärkte des 21. Jahrhunderts.","411",0
"Die effiziente Nutzung von Energie und Rohstoffen, erneuerbare Energien sowie eine nachhaltige Wasser- und Kreislaufwirtschaft vereinbaren Ökonomie mit Ökologie und bieten gewaltige Wachstumspotenziale.","410",0
"Umwelttechnologien können schon bald in ihrer wirtschaftlichen Bedeutung mit aktuell führenden Wirtschaftsbereichen wie der Automobilindustrie oder dem Maschinen- und Anlagenbau gleichziehen.","411",0
"Diese Entwicklung wollen wir durch marktwirtschaftlich orientierte Instrumente und kluge Anreize weiter unterstützen und die notwendigen Rahmenbedingungen setzen.","403",0
"So sichern wir Wohlstand in Deutschland, schaffen neue Exportpotenziale","408",0
"und leisten unseren Beitrag zum Klimaschutz weltweit.","501",0
"Zukunftsprojekt: Modellregion für Elektroautos",NA,NA
"Deutschland baut die besten Autos der Welt.","601",0
"Die Elektromobilität bietet zusammen mit anderen zukunftsweisenden Antriebstechnologien große Potenziale zur Verringerung der Abhängigkeit vom Öl und zur Reduktion von CO2-Emissionen.","411",0
"Wir wollen in Zukunft auch die besten Elektroautos herstellen.","411",0
"Wir werden eine Modellregion für Elektromobilität in Deutschland einrichten, um weltweiter Vorreiter in dieser Zukunftsantriebstechnologie zu werden.","411",0
"In einer Region soll der Einsatz von Elektrofahrzeugen aller Art mit den dazugehörigen flächendeckenden Elektrotankstellen als Großprojekt getes - tet werden.","411",0
"Diese Region könnte das erste Gebiet sein, in der die Vision eines CO2- freien Verkehrs realisiert wird.","501",0
"Wir werden die Voraussetzungen schaffen, dass bis zum Jahr 2020 auf deutschen Straßen mindestens eine Million Elektrofahrzeuge im Einsatz sind.","411",0
"Zukunftsprojekt: Neue Werkstoffe fördern",NA,NA
"Fahrzeug- und Maschinenbau, Chemische Industrie, Elektrotechnik/Elektronik, Informations- und Kommunikationstechnik sowie die Energieversorgung profitieren in besonderem Maße von Entwicklungen in der Materialforschung.","411",0
"Neue Werkstoffe sind wichtig für Produkte und Produktionsverfahren, mit denen sich neue Märkte erschließen und Produktionsschritte effizienter durchführen lassen.","411",0
"Enorme Kosteneinsparungen werden durch neue Werkstoffe möglich.","411",0
"Wir wollen, dass Innovationen im Werkstoffsektor möglichst rasch in wettbewerbsfähige Produkte und Verfahren umgesetzt werden.","411",0
"Deswegen werden wir die wissenschaftliche Zusammenarbeit und das Rahmenprogramm zur Förderung neuer Werkstoffe intensivieren.","411",0
"Zukunftsprojekt: Dienst am Menschen",NA,NA
"Wir fordern mehr Wertschätzung für den Dienst am Menschen.","701",0
"Wir wollen Angebote für Menschen verbessern, die Hilfe und Förderung brauchen.","705",0
"Die demografische Entwicklung und der Wandel im Zusammenleben der Menschen in unserem Land stellen uns vor Herausforderungen,","503",0
"bieten aber auch neue berufliche Chancen.","408",0
"Wir wollen einen Dienst am Menschen, der jeden nach seinen Bedürfnissen ernst nimmt, fördert und Chancen bietet.","503",0
"Als Christdemokraten und Christsoziale wissen wir: Für die persönliche Ansprache und Zuwendung wird Zeit benötigt.","503",0
"Es ist ein Dienst an den Älteren, die Pflege benötigen,","706",0
"an den Kranken, denen geholfen werden muss","705",0
"sowie an den Jüngsten, die alle Entwicklungsmöglichkeiten bekommen müssen.","706",0
"Wir wollen mehr Chancen und Arbeitsplätze in diesem wichtigen Feld ermöglichen: für Lehrerinnen und Lehrer, für Erzieherinnen und Erzieher, für Pflegerinnen und Pfleger, für Krankenschwestern und Krankenpfleger sowie für Ärztinnen und Ärzte.","701",0
"Bessere Qualifikationsangebote für Menschen, die eine Betreuung eines Angehörigen zu Hause übernommen haben, sind uns besonders wichtig.","603",0
"Zukunftsprojekt: Gesundheitsforschung",NA,NA
"Der Erhalt der Gesundheit ist für uns von zentraler Bedeutung.","504",0
"Krankheiten wie Herz-Kreislauf-Erkrankungen, Diabetes, Krebs oder Demenz treten in erschreckend hoher Zahl bei uns in Deutschland und anderen Ländern auf.","504",0
"Wir werden durch gezielte Schwerpunktförderung die Forschungsanstrengungen auf diesen Gebieten verstärken","411",0
"und die Arbeiten der verschiedenen Forschungseinrichtungen durch die Schaffung eines Forschungsnetzwerkes koordinieren.","411",0
"Damit bauen wir die Spitzenstellung Deutschlands auf dem Gebiet der Medizinforschung aus.","411",0
"Wir wollen dazu beitragen, dass den Menschen so schnell wie möglich Medikamente und Therapien zur Verfügung gestellt werden, um die Volkskrankheiten zu heilen.","503",0
"Zukunftsprojekt: Ehrenamt",NA,NA
"Viele Menschen sind ehrenamtlich engagiert.","606",0
"Das wollen wir stärker fördern.","606",0
"In Zukunft werden in Deutschland mehr denn je Frauen und Männer gebraucht, die sich ehrenamtlich für das Gemeinwohl einsetzen.","606",0
"Dafür benötigen wir eine neue gesellschaftliche Initiative.","606",0
"Sie führt diejenigen, die helfen, und diejenigen, die Hilfe brauchen, zusammen.","606",0
"Wir werden zukunftsweisend weitere Anreize schaffen, damit die vielen heute schon ehrenamtlich Tätigen auch morgen aktiv bleiben und wir neue für diese Aufgabe hinzugewinnen.","606",0
"Wir werden die Ehrenamtskultur in unserem Land stärken","606",0
"und hierzu ehrenamtliches Engagement gezielt von Bürokratie befreien.","303",0
"Für die öffentliche Würdigung setzen wir uns ebenso ein, wie für die Anerkennung von ehrenamtlicher Arbeit und geleisteten Freiwilligenjahren in den Berufsbiografien.","606",0
"Zudem werden wir Ehrenamtsbörsen einrichten, Freiwilligenagenturen fördern und die Ehrenamtscard weiterentwickeln.","606",0
"III. CDU und CSU stehen für die Zukunft Deutschlands.",NA,NA
"Die Soziale Marktwirtschaft hat unserem Land Glück gebracht, weil sie auf Verantwortungsbewusstsein beruht.","403",0
"Sie ist gut für die Menschen.","403",0
"CDU und CSU arbeiten daran, die Soziale Marktwirtschaft auch international zu verankern, damit diese internationale Wirtschaftskrise überwunden wird und sich nicht wiederholt.","403",0
"Das ist das Beste für unsere Zukunft.","403",0
"CDU und CSU stehen für die Zukunft Deutschlands.","305",0
"Wir bewahren das, was sich bewährt hat, und verändern dort, wo es notwendig ist.","305",0
"Als Volksparteien richten CDU und CSU sich an alle Bürgerinnen und Bürger unseres Landes.","305",0
"Unsere Motivation ist die Liebe zu unserer Heimat.","601",0
"Wir wollen dem Vaterland dienen.","601",0
"Unser Anspruch ist es, Deutschland in eine sichere und gute Zukunft zu führen.","305",0
"Für die Menschen.","305",0
"Für Soziale Marktwirtschaft.","403",0
"Für eine sichere Zukunft.","305",0
"Dafür stehen CDU und CSU.","305",0
"B. Unsere Politik für Deutschland I. Unsere Soziale Marktwirtschaft – wirtschaftliche Stärke und soziale Sicherheit",NA,NA
"Die Soziale Marktwirtschaft ist das Erfolgsmodell, dass es uns auch in Zukunft ermöglicht, in Wohlstand zu leben.","403",0
"Sie verbindet Chancen für den Einzelnen mit dem sozialen Ausgleich in unserer Gesellschaft.","503",0
"Seit Ludwig Erhard gilt der Grundsatz „Wohlstand für alle“.","408",0
"Für uns bedeutet das heute vor allem: Arbeit für alle,","408",0
"Leistungsgerechtigkeit","401",0
"und Generationengerechtigkeit.","503",0
"Wir halten Arbeit für alle für möglich und arbeiten für die Erreichung dieses Ziels.","408",0
"Die Leistungsgerechtigkeit erfordert, dass sich Leistung lohnt","401",0
"und die Entlastung der Bürger Vorrang vor neuen staatlichen Aktionsfeldern hat.","401",0
"Mit dem Bürgerentlastungsgesetz und der zweiten Stufe der Steuerreform zur Abmilderung der „kalten Progression“, also der Steuererhöhung durch die Hintertür, werden die Bürger zum Jahresbeginn 2010 um rund 13 Mrd. Euro entlastet.","414",0
"Generationengerechtigkeit erfordert, die Schulden des Staates zu begrenzen","414",0
"und mit Investitionen in Innovationen und Infrastruktur die Grundlagen für das Leben zukünftiger Generationen zu schaffen.","411",0
"Der Staat ist nicht der bessere Unternehmer.","401",0
"Wir sehen ihn in der Pflicht, mit marktkonformen Mitteln Hilfestellungen zu bieten und Anreize zu setzen, damit Arbeitsplätze erhalten und neue geschaffen werden können.","402",0
"I.1 Verantwortungsbewusste Steuerpolitik für Leistungsgerechtigkeit",NA,NA
"Die Menschen, die arbeiten, Steuern zahlen und sich an die Gesetze halten, erarbeiten und schultern die staatlichen Investitionen und Aufgaben.","704",0
"Mit diesen Leistungsträgern werden wir die Herausforderungen der Zukunft bewältigen.","704",0
"Diese Bürgerinnen und Bürger und ihre Familien wollen wir entlasten.","603",0
"Unsere Steuerpolitik ist leistungsgerecht, familiengerecht, generationengerecht und krisenfest.","503",0
"Unser Ziel ist es, dass die Menschen mehr Netto vom Brutto erhalten.","414",0
"Sie haben einen Anspruch auf ein Steuerrecht nach den Prinzipien „einfach, niedrig, gerecht“.","303",0
"Steuererhöhungen lehnen CDU und CSU ab.","414",0
"Eine höhere staatliche Belastung der Energiepreise wird es mit CDU und CSU nicht geben.","414",0
"Der Wirtschaftsstandort Deutschland ist stark.","408",0
"CDU und CSU sind optimistisch, dass die Menschen in unserem Land – wenn wir unsere Wachstumspolitik fortsetzen – in den nächsten Jahren wieder nachhaltiges Wirtschaftswachstum schaffen werden.","410",0
"Wir können auch in Zukunft Wachstum in Deutschland erreichen.","410",0
"Die Haushaltskonsolidierung bleibt unser Ziel.","414",0
"Sie schafft Spielräume, um mit attraktiven steuerlichen Rahmenbedingungen die Grundlage für mehr Wachstum","410",0
"und Beschäftigung zu legen.","408",0
"Gerade in wirtschaftlich schwierigen Zeiten ist der Staat gefordert.","402",0
"Er muss alles tun, um Brücken für den nächsten Aufschwung zu bauen.","402",0
"Die aus Wachstum folgenden Steuermehreinnahmen wollen wir in etwa gleichen Teilen für Haushaltskonsolidierung,","414",0
"Zukunftsinvestitionen","411",0
"und Entlastung der Bürger verwenden.","414",0
"Eine richtige Steuerpolitik befördert Wachstum.","410",0
"Deshalb werden wir vor allem folgende Entlastungsmaßnahmen umsetzen.","414",0
"CDU und CSU stehen für eine grundlegende Tarifreform, die schleichende Steuererhöhungen allein aufgrund des Tarifverlaufs („Kalte Progression“) mildert.","414",0
"In zwei Schritten wollen wir die Bürgerinnen und Bürger spürbar entlasten:","414",0
"Abflachung des Mittelstandsbauches:","704",0
"Leistung und Einsatzbereitschaft müssen sich wieder mehr lohnen.","401",0
"Durch eine Korrektur des Tarifverlaufs (Abbau des „Mittelstandsbauches“) sorgen wir dafür, dass Lohnerhöhungen auch wirklich bei denjenigen ankommen, die sie erarbeitet haben.","704",0
"Senkung des Eingangssteuersatzes:","414",0
"Jeder Steuerzahler leistet einen wertvollen Beitrag für unser Land, seine Menschen und ihre soziale Absicherung.","503",0
"Es ist für uns eine Selbstverständlichkeit, dass Starke einen größeren Anteil daran zu tragen haben als Schwache.","503",0
"Genauso finden wir es richtig, dass jeder seinen Beitrag leistet, so gut er kann.","503",0
"Vor allem die Bezieher niedriger und mittlerer Einkommen stoßen aber oftmals an die Grenze ihrer finanziellen Leistungsfähigkeit.","701",0
"Deshalb wollen wir den Eingangssteuersatz in einem ersten Schritt von 14 Prozent auf 13 Prozent und in einem zweiten Schritt auf 12 Prozent senken.","414",0
"Verschiebung des Höchststeuersatzes:","414",0
"Die Höchststeuer betrifft heute nicht mehr nur Spitzenverdiener, sondern bereits viele Facharbeiter, Handwerker und Kleinunternehmer.","704",0
"Diese leistungsfeindliche Wirkung wollen wir ändern.","402",0
"Der Höchststeuersatz, der heute schon ab einem Jahreseinkommen von 52.552 Euro greift, soll künftig ab 55.000 Euro und später ab 60.000 Euro zum Zuge kommen.","414",0
"Der Steuersatz bleibt dabei unverändert.","414",0
"Wir werden die Unternehmensteuerreform krisenfest weiterentwickeln.","402",0
"In einer weltweiten Wirtschaftskrise darf der Staat den Unternehmen keine zusätzlichen Steuer-Steine in den Weg legen, die ihre Chancen auf Wachstum und Konkurrenzfähigkeit im internationalen Wettbewerb behindern.","402",0
"Wir werden daher die Besteuerung von Unternehmen auf krisenverschärfende Wirkungen überprüfen und die notwendigen Anpassungen vornehmen.","402",0
"Wachstumsfeindliche Steuerpolitik wird es mit CDU und CSU nicht geben.","410",0
"Wir werden die steuerliche Förderung der privaten Altersvorsorge flexibler gestalten.","401",0
"Aufgrund der demografischen Entwicklung ist private Vorsorge für alle unerlässlich.","401",0
"Deshalb wollen wir die Förderung der privaten Altersvorsorge entbürokratisieren und vereinfachen.","303",0
"Selbstständige, Arbeitnehmerinnen und Arbeitnehmer sollen so künftig besser vorsorgen können.","401",0
"Wir wollen eine strukturelle Überprüfung der Vorschriften zur Mehrwertsteuerbelastung mit dem Ziel, nicht mehr zeitgemäße und für die Bürger nicht nachvollziehbare Belastungswirkungen zu korrigieren","303",0
"und insbesondere die europäische Wettbewerbssituation bestimmter Bereiche zu berücksichtigen.","402",0
"Wir werden in der nächsten Legislaturperiode das Besteuerungsverfahren deutlich vereinfachen","303",0
"und die Steuerverwaltung nachhaltig entlasten.","303",0
"Damit gehen wir den Weg weiter, den wir mit der Errichtung des Normenkontrollrates und der Evaluierung eingeschlagen haben.","303",0
"Von dem dadurch eingesparten Bürokratieaufwand profitieren Bürger und Unternehmen gleichermaßen:","303",0
"Sie sparen Zeit, Geld und Nerven.","303",0
"Diese Entlastung ist auch in Zeiten der Krise möglich.","303",0
"In der nächsten Legislaturperiode wollen wir finanzielle Spielräume, die sich darüber hinaus ergeben, für weitere Steuersenkungen nutzen.","414",0
"Die Rahmenbedingungen sollen verbessert werden, um Zukunftsinvestitionen zu ermöglichen","402",0
"sowie die Schaffung und Sicherung von Arbeitsplätzen zu erleichtern.","402",0
"Familien wollen wir zusätzlich entlasten.","603",0
"Wir werden die Bemühungen der Wirtschaft um neue Produkte und Technologien durch eine steuerliche Förderung von klar abgrenzbaren Ausgaben für Forschung und Entwicklung flankieren.","411",0
"Forschung und Innovation sind die Grundlage für wirtschaftliche Entwicklung in Deutschland","411",0
"und für die Erhaltung zukunftsfähiger Arbeitsplätze.","408",0
"Deshalb muss gerade jetzt die Wirtschaft ihre Forschungs- und Innovationsaktivitäten ausbauen und sich für den nächsten Aufschwung vorbereiten.","411",0
"Die Finanz- und Steuerpolitik muss Innovationsmotor sein.","411",0
