"content","cmp_code","eu_code"
"Wir wollen dass die Menschen sicher und vor Kriminalität geschützt leben können.",NA,NA
"Wir wollen, dass sie in einem funktionierenden öffentlichen Verkehr unterwegs sind und ordentliche Straßen benutzen können.",NA,NA
"Wir wollen, dass sie sich auf ein Gesundheitssystem verlassen können, das ihnen überall und jederzeit eine gute Versorgung sichert.",NA,NA
"Liebe Bürgerinnen und Bürger, gemeinsam mit Ihnen wollen wir Deutschland in eine gute Zukunft führen.",NA,NA
"Deshalb haben wir zusammen mit Ihnen an diesem Regierungsprogramm gearbeitet.",NA,NA
"Tausende haben Ideen und Vorschläge eingebracht und gemeinsam mit uns darüber diskutiert.",NA,NA
"Daraus ist ein Programm entstanden, mit dem wir aufzeigen, wie unser Land auch in Zukunft erfolgreich und stark bleiben kann.",NA,NA
"Dabei sind zehn Projekte besonders wichtig:",NA,NA
"Zehn Projekte für Deutschlands gute Zukunft:",NA,NA
"Europas starke Stellung in der Welt sichern – Wettbewerbsfähigkeit stärken",NA,NA
"Deutschland als führender Industrie-und Exportnation geht es auf Dauer nur gut, wenn es auch Europa gut geht.","108",NA
"Wir sind davon überzeugt, dass Europa für ein Leben in Frieden, Freiheit und Wohlstand unverzichtbar ist.","108",NA
"Daher wollen wir, dass Europa gestärkt aus der Krise kommt.","108",NA
"Damit der Euro eine starke und stabile Währung bleibt, brauchen wir weitere Anstrengungen und Reformen vor allem in den Staaten, die Hilfe in Anspruch nehmen.","414",NA
"Wir brauchen in ganz Europa eine solide Finanzpolitik,","414",NA
"Wachstumsförderung durch Strukturreformen","410",NA
"und mehr Investitionen in Bildung und Forschung.","411",NA
"Deshalb wollen wir uns für neue Schwerpunkte zur Stärkung der Wettbewerbsfähigkeit einsetzen.","410",NA
"Wir werden auch dafür werben, unsere erfolgreiche duale Ausbildung in Schule und Betrieb in anderen europäischen Ländern einzuführen, weil sie jungen Menschen eine gute berufliche Zukunft eröffnen kann.","411",NA
"Unser Ziel bleibt: Europa gemeinsam mit unseren Partnern gestärkt aus der Krise herausführen.","108",NA
"Deshalb werden wir uns gemeinsam mit unseren Partnern dafür einsetzen, dass die Europäische Union – ihre Mitgliedstaaten s– ihre Kraft und ihre Anstrengungen bündelt","108",NA
"und die nachhaltige Stärkung der wirtschaftlichen Leistungskraft in den Mittelpunkt ihres Handelns stellt.","410",NA
"Nur so können wir auf Dauer unser Ziel erreichen: Wachstum und Beschäftigung zum Wohle der Bürgerinnen und Bürger Europas!","410",NA
"Solide Finanzen – Neuverschuldung stoppen, Schulden zurückzahlen und in die Zukunft investieren",NA,NA
"Sparsame Haushaltspolitik ist die Grundlage für stabile wirtschaftliche Verhältnisse und nachhaltiges Wachstum.","414",NA
"Deswegen haben wir die Schuldenbremse im Grundgesetz verankert und ihre Regeln von Anfang an eingehalten.","414",NA
"Wir werden 2014 im Bundeshaushalt weniger Geld ausgeben als 2010.","414",NA
"Gleichzeitig haben wir durch unsere erfolgreiche Wirtschafts-und Beschäftigungspolitik die Einnahmen auf allen Ebenen des Staates gesteigert, sodass wir die Neuverschuldung konsequent abbauen konnten.","414",NA
"Durch Umschichtungen im Bundeshaushalt haben wir Spielräume für neue Schwerpunkte geschaffen.","414",NA
"So konnten wir beispielsweise mehr für Bildung und Forschung ausgeben als jede andere Bundesregierung zuvor,","411",NA
"den Kita-Ausbau voranbringen","504",NA
"und die Kommunen nachhaltig entlasten.","414",NA
"Das zeigt: Sparen und Investieren sind kein Widerspruch, sondern zwei Seiten derselben Medaille.","414",NA
"So schafft unsere Politik Vertrauen und ermutigt Unternehmer, in die Zukunft ihrer Betriebe zu investieren.","402",NA
"Auch dadurch hat die Wirtschaftskraft unseres Landes seit 2009 um mehr als acht Prozent zugenommen.","410",NA
"Diesen Kurs der Konsolidierung für Stabilität und Wachstum werden wir deshalb auch künftig entschlossen fortsetzen.","414",NA
"Mit soliden Finanzen schaffen wir die Voraussetzung für eine stabile Währung, Wachstum und sichere Arbeitsplätze.","414",NA
"Durch unsere erfolgreiche Finanzpolitik ist ein nachhaltig ausgeglichener Haushalt in greifbarer Nähe.","414",NA
"Mit der Fortsetzung dieses Erfolgskurses und weiter steigenden Steuereinnahmen können wir in der kommenden Wahlperiode Schulden zurückführen","414",NA
"und gleichzeitig vor allem die Familienförderung","603",NA
"und wichtige Zukunftsinvestitionen in Bildung, Forschung und Infrastruktur verstärken.","411",NA
"Vollbeschäftigung und tariflicher Mindestlohn",NA,NA
"In Deutschland gibt es heute fast 42 Millionen Männer und Frauen, die Arbeit haben.","701",NA
"Seit dem Ende der Regierungszeit von Rot-Grün hat sich die Arbeitslosenquote nahezu halbiert.","701",NA
"Mehr Menschen als je zuvor können heute in unserem Land durch Arbeit für sich und ihre Familien sorgen und ihr Leben nach ihren Wünschen gestalten.","701",NA
"Wir arbeiten für noch mehr Arbeitsplätze.","701",NA
"Unser Ziel lautet: Vollbeschäftigung!","701",NA
"Dazu setzen wir auf Fleiß, neue Ideen und technischen Fortschritt als Grundlage für den Erhalt und die Schaffung neuer Arbeitsplätze.","411",NA
"Und dazu setzen wir auf gelebte Sozialpartnerschaft in den Betrieben und zwischen den Tarifpartnern.","405",NA
"Eine Lohnfestsetzung durch die Politik lehnen wir ab.","0",NA
"Aber es ist Sache der Politik, die Voraussetzungen zu schaffen, dass die Menschen überall in Deutschland die Chance auf einen ordentlichen Lohn haben.","405",NA
"Deshalb wollen wir für die Bereiche, in denen es keine Tarifverträge gibt, die Tarifpartner gesetzlich in die Pflicht nehmen.","405",NA
"Sie sollen gemeinsam einen tariflichen Mindestlohn festlegen.","405",NA
"Wirtschaftskraft stärken – Mittelstand und Gründer fördern",NA,NA
"Wir wollen auch in Zukunft verlässliche Rahmenbedingungen für Betriebe in Deutschland.","402",NA
"Deshalb bleibt unser Ziel, die Lohnzusatzkosten stabil zu halten.","402",NA
"Deshalb lehnen wir Steuererhöhungen ab.","402",NA
"Die Vorschläge von SPD und Grünen bedrohen die Wettbewerbsfähigkeit gerade des deutschen Mittelstands und damit tausende Arbeitsplätze in unserem Land.","701",NA
"Wir wollen Betriebe nicht gefährden, sondern im Gegenteil möglichst viele Menschen ermutigen, Betriebe zu gründen und Arbeitsplätze zu schaffen.","402",NA
"Gerade Existenzgründer brauchen dafür Zugang zu günstigen Finanzierungsmöglichkeiten und dürfen nicht durch unnötige Bürokratie gebremst werden.","402",NA
"Leistung muss sich lohnen – Bürgerinnen und Bürger entlasten",NA,NA
"Wir wollen die Leistungsträger in der Mitte unserer Gesellschaft – anders als Rot-Grün – nicht mit Steuererhöhungen für ihre Anstrengungen und tägliche Arbeit bestrafen, sondern sie entlasten.","704",NA
"Wir wollen, dass Lohnerhöhungen, die dem Ausgleich von Preissteigerungen dienen, nicht mehr automatisch von einem höheren Steuertarif aufgezehrt werden.","408",NA
"Mit der Abmilderung dieser sogenannten „kalten Progression“ schaffen wir mehr Leistungsgerechtigkeit und helfen gerade Menschen mit kleinen und mittleren Einkommen.","503",NA
"Wohlstand und Wachstum sichern– in die Zukunft unseres Landes investieren",NA,NA
"Grundlage unseres Wohlstands sind kluge Köpfe, Ideen und technischer Fortschritt, aus denen Produkte und Dienstleistungen entstehen, die wir weltweit verkaufen.","411",NA
"Dafür brauchen wir Investitionen in Bildung,","506",NA
"Forschung","411",NA
"und Infrastruktur.","411",NA
"Den Anteil für Forschung und Entwicklung am Bruttoinlandsprodukt wollen wir weiter steigern.","411",NA
"Dazu soll in Zukunft auch eine steuerliche Forschungsförderung gehören, die unternehmerische Anstrengungen für neue Ideen und Technologien unterstützt.","411",NA
"Als eines der erfolgreichsten Länder beim Export von Gütern und Dienstleistungen sind wir auf leistungsstarke Straßen-und Schienenverbindungen angewiesen.","411",NA
"Wir wollen deshalb die Infrastruktur unseres Landes stärken und die Bundesfernstraßen mit einem 25 Milliarden Euro Investitionsprogramm sanieren und ausbauen.","411",NA
"Die Energiewende ist eine der größten Herausforderungen unseres Landes.","411",NA
"Wir wollen mit dem Aufbau einer heimischen und vor Ort organisierten Energieversorgung Arbeitsplätze und Wertschöpfung im eigenen Land sichern.","701",NA
"Zugleich werden wir weiter für bezahlbare Energiekosten für Verbraucher","409",NA
"aber auch für unsere Industrie sorgen, damit sie wettbewerbsfähig bleibt.","402",NA
"So ermöglichen wir Mittelstand und Industrie Wachstum und neue Arbeitsplätze zu schaffen.","402",NA
"Chancen der Digitalisierung nutzen – Deutschland fit machen für die digitale Zukunft",NA,NA
"Das Internet und die digitale Technologie prägen unser Leben.","411",NA
"Smartphones und Tablets sind heute aus dem alltäglichen Leben nicht mehr wegzudenken.","411",NA
"Das Internet ist ein Wachstumstreiber für unsere Wirtschaft.","411",NA
"Um die Chancen des Internets für unser Land noch besser nutzen zu können, wollen wir bei der Bildung unserer Kinder anfangen.","506",NA
"In einem gemeinsamen Pakt von Kommunen, Ländern und Bund wollen wir dafür sorgen, dass unsere Schulen auf der Höhe der Zeit ausgestattet sind.","506",NA
"Dazu gehören zum Beispiel eine moderne Ausstattung mit Computertechnik, digitale Lernangebote und eine bessere Vernetzung der Schulen.","506",NA
"Wenn das Klassenzimmer den Weg in die digitale Welt findet, erschließt sich eine neue Bildungswelt, in der Kinder ganz selbstverständlich die neuen technischen Möglichkeiten kennenlernen.","506",NA
"Damit jeder in Stadt und Land die Chancen des schnellen Internets nutzen kann, wollen wir bis 2018 schnelles Internet flächendeckend verfügbar machen und auf diesem Weg ermöglichen, Internet-TV zu nutzen und Bankgeschäfte, Behördengänge oder telemedizinische Dienstleistungen abzuwickeln.","411",NA
"Das ist ein wichtiger Schritt, damit Deutschland zum digitalen Wachstumsland Nr. 1 in Europa wird und sich eine starke Rolle in attraktiven Zukunftsmärkten sichert.","410",NA
"Familien besser unterstützen – Familiensplitting einführen und Zeit für Familie ermöglichen",NA,NA
"Wir wollen starke Familien in Deutschland.","603",NA
"In der Familie suchen und finden Menschen Liebe, Geborgenheit und gegenseitige Hilfe.","603",NA
"Wir werden Ehe und Familie weiter stärken.","603",NA
"Deshalb wollen wir das bestehende Ehegattensplitting erhalten","603",NA
"und um ein Familiensplitting ergänzen.","603",NA
"Dazu werden wir die steuerliche Berücksichtigung von Kindern schrittweise auf die Höhe des Freibetrags für Erwachsene anheben.","504",NA
"Zudem werden wir das Kindergeld","504",NA
"ebenso wie den Kinderzuschlag anheben.","504",NA
"Wir wollen für alle Mütter und Väter, deren Kinder vor 1992 geboren wurden, die Erziehungsleistung mit einem zusätzlichen Rentenpunkt in der Alterssicherung berücksichtigen und damit besser als bisher anerkennen.","504",NA
"Neben Geld brauchen Familien vor allem Zeit füreinander.","603",NA
"In unserer beruflich oft sehr hektischen und anstrengenden Zeit ist das für die Menschen oft das Allerwichtigste.","603",NA
"Wir wollen mit einer neuen Lebenszeitpolitik Möglichkeiten eröffnen, um berufliche Auszeiten zur Erziehung von Kindern, zur Weiterbildung, aber auch für die Pflege der eigenen Eltern oder Angehöriger besser zu ermöglichen.","701",NA
"Die Frage, was ein gutes Leben ausmacht, stellt sich für immer mehr Menschen.","0",NA
"Dazu gehört Zeit für Familie und Freunde, das Erlernen neuer Sprachen und die Pflege eigener Interessen, das Gefühl von Zugehörigkeit, Heimat oder einfach das Wissen, gebraucht zu werden.","0",NA
"Wir wollen Lebensqualität durch politisches Handeln besser und gezielter fördern und über Lebensqualität und deren Verbesserung regelmäßig berichten.","303",NA
"Sicheres Deutschland",NA,NA
"Wir wollen, dass alle Menschen in Deutschland frei und sicher leben können – zu Hause, in Straßen, auf Plätzen, in Bussen oder Bahnen, bei Tag oder bei Nacht ebenso wie auch angesichts der Gefahren, die zum Beispiel mit dem islamistischen Terrorismus verbunden sind.","605",NA
"Wir stehen für Rahmenbedingungen, die es unseren Sicherheitskräften ermöglichen, diese Gefahr weiterhin bestmöglich zu bekämpfen.","605",NA
"Deshalb wollen wir auch um Gewalt und Diebstähle abzuwehren sowie zur Aufklärung von Straftaten, den Einsatz von Videotechnik an Brennpunkten wie etwa auf Bahnhöfen verstärken.","605",NA
"Angesichts der steigenden Zahl von Wohnungseinbrüchen und einer zu geringen Aufklärungsquote wollen wir den Fahndungsdruck auf Banden und Einzeltäter, gerade wenn sie grenzüberschreitend tätig sind, erhöhen.","605",NA
"Zudem werden wir Aufwendungen für die Sicherung der eigenen Wohnung auch steuerlich begünstigen.","605",NA
"Lebenswerte Heimat – Starke Kommunen, bezahlbaren Wohnraum schaffen und Infrastruktur in den ländlichen Regionen stärken – kulturelles Erbe bewahren und weiterentwickeln",NA,NA
"Wir wollen eine lebenswerte Heimat für die Menschen in der Stadt und in ländlichen Regionen sichern.","301",NA
"Voraussetzung dafür sind leistungsfähige Städte und Gemeinden.","301",NA
"Deshalb werden wir die Finanzkraft der Kommunen weiter stärken.","301",NA
"Gerade in den Städten gehört dazu, dass es ausreichend bezahlbare Wohnungen gibt.","503",NA
"Das beste Mittel dafür ist der Bau neuer Wohnungen.","402",NA
"Wir wollen dafür mit gezielten Anreizen wie besseren steuerlichen Möglichkeiten und Zuschüssen die Rahmenbedingungen verbessern.","402",NA
"Um flexibel auf die Mietenentwicklung in Ballungsräumen reagieren zu können, haben wir den Ländern die Möglichkeit eingeräumt, in Gebieten mit knappem Wohnraumangebot, die Grenze für Mieterhöhungen innerhalb von drei Jahren von 20 auf 15 Prozent zu senken.","412",NA
"Auch bei der Wiedervermietung von bestehenden Wohnungen wollen wir die Möglichkeit eröffnen, in angespannten Märkten die Mieterhöhungen in Zukunft auf 10 Prozent oberhalb der ortsüblichen Vergleichsmiete zu beschränken.","412",NA
"Ländliche Regionen müssen auch künftig eine lebenswerte Heimat bleiben .","301",NA
"Dazu gehören eine starke Landwirtschaft,","703",NA
"gute Bildungseinrichtungen,","506",NA
"Kinderbetreuungsangebote","504",NA
"und ein breites ehrenamtliches Engagement.","606",NA
"Auch eine qualitativ hochwertige medizinische Versorgung soll weiterhin für jedermann gut erreichbar sein.","504",NA
"Wir wollen dazu die Versorgung durch Ärzte und Krankenhäuser, vor allem in ländlichen Regionen, weiter verbessern und dafür zum Beispiel die Attraktivität des Hausarztberufs steigern.","504",NA
"Deutschland ist eine Kulturnation.","601",NA
"Wir werden das reiche kulturelle Erbe unseres Landes bewahren und wollen es auf allen Ebenen weiterentwickeln.","502",NA
"Gemeinsam mit Ihnen wollen wir dafür arbeiten, das Deutschland weiter erfolgreich bleibt.","601",NA
"Dafür bitten wir um Ihr Vertrauen.","0",NA
"Dr. Angela Merkel Horst Seehofer",NA,NA
"1. Deutschlands Zukunft in Europa",NA,NA
"CDU und CSU wollen ein starkes  Europa.","108",NA
"Unsere  Lehre  aus  der  Geschichte  war und ist der  Wunsch,  „als gleichberechtigtes  Glied in einem  vereinten Europa dem  Frieden der  Welt zu dienen“,  wie  es in  unserem  Grundgesetz  heißt.","108",NA
"Dieses  Bekenntnis  zu Europa ist für uns  eine  Frage  der  Vernunft,  aber  auch eine Herzensangelegenheit.","108",NA
"CDU und CSU sind die deutschen Europaparteien.","108",NA
"Unter unserer Führung ist aus den Anfängen einer engeren wirtschaftlichen Zusammenarbeit in 60 Jahren ein international geachteter und einflussreicher Staatenverbund geworden.","108",NA
"Die Europäische Union ist weltweit eine einmalige Werte-und Rechtsgemeinschaft.","603",NA
"Sie steht für Freiheit und Menschenrechte,","201",NA
"für Toleranz und friedliches Zusammenleben nach innen und nach außen,","106",NA
"für Wohlstand","410",NA
"und soziale Sicherheit.","504",NA
"Dass unser Alltag in Deutschland und Europa keine Mauern und keine Schlagbäume mehr kennt, dass wir in Europa frei reisen, überall wohnen, arbeiten und lernen können, zeigt den überragenden Erfolg der europäischen Einigung für die Menschen auf unserem Kontinent.","108",NA
"Dieser Erfolg verpflichtet und ermutigt uns, den Weg fortzusetzen, der für eine friedliche und demokratische Einigung Europas steht.","108",NA
"Wir wollen ein Europa, das sich zu seinen christlich-abendländischen Wurzeln und den Ideen der Aufklärung bekennt und aus ihnen lebt.","603",NA
"Wir halten an unserem Ziel fest, die im Grundgesetz betonte Verantwortung vor Gott auch im EU-Vertrag deutlich zu machen.","603",NA
"Für viele in Europa und in der Welt ist Deutschland heute ein Vorbild, wenn es um gute Politik für eine stabile und nachhaltige Entwicklung geht.","601",NA
"Die Soziale Marktwirtschaft und die klugen politischen Entscheidungen zu ihrer Weiterentwicklung dienen anderen als Vorbild für eigene Anstrengungen.","403",NA
"Unsere ausgewogene Wirtschaftsstruktur mit einem starken Mittelstand, einer leistungsfähigen Industrie und unserer gelebten Sozialpartnerschaft von Gewerkschaften und Arbeitgeberverbänden gilt weltweit als Vorbild.","601",NA
"Diese Erfolge bringen uns weltweit Anerkennung ein.","601",NA
"Einer Umfrage des britischen Senders BBC zur Folge ist Deutschland 2013 das beliebteste Land weltweit.","601",NA
"Mit der erfolgreichen Politik von CDU und CSU ist Deutschland zum Stabilitätsanker und Wachstumsmotor Europas geworden.","305",NA
"Deshalb kommt uns eine besondere Verantwortung bei der Lösung der Schuldenkrise in Europa zu.","601",NA
"Wir nehmen diese Aufgabe an, weil wir wissen, dass eine gemeinsame Währung Europas Wirtschaftskraft stärkt und Europa unsere Zukunft für ein Leben in Frieden, Freiheit und Wohlstand ist.","108",NA
"Europas Stärke in einer sich verändernden Welt bewahren",NA,NA
"In unserer  Generation entscheidet sich,  ob  wir  in Europa gemeinsam  die  Herausforderungen  des  21. Jahrhunderts  meistern.","0",NA
"Von den über sieben Milliarden Menschen auf der Welt lebt heute nur noch gut jeder Hundertste in Deutschland.","0",NA
"Die Europäische Union steht heute noch für etwa sieben Prozent der Weltbevölkerung.","0",NA
"Bis 2050 wird die weltweite Bevölkerung auf über neun Milliarden Menschen ansteigen, während die deutsche und europäische Bevölkerung weiter zurückgeht.","0",NA
"Allein China hat heute bereits mehr Einwohner als Europa, Nord-und Mittelamerika zusammen.","0",NA
"Auch die Handelsströme und wirtschaftlichen Kraftzentren verschieben sich.","0",NA
"China hat Deutschland als Exportweltmeister abgelöst und wächst weiter.","0",NA
"Schwellenländer wie Indien, Brasilien und viele andere spielen eine immer größere Rolle.","0",NA
"Angesichts dieser Verschiebungen der wirtschaftlichen Gewichte können wir unseren Wohlstand nur sichern, wenn Europa ein wettbewerbsfähiger Kontinent bleibt, der sich an den weltweit Besten orientiert.","408",NA
"Deshalb kämpfen wir für eine starke und wettbewerbsfähige Europäische Union, die gestärkt aus der Schuldenkrise herauskommt.","108",NA
"Ein Zurück zu alten Fehlern darf es nicht geben.",NA,NA
"Dafür wollen wir in den kommenden vier Jahren weiter die Weichen richtig stellen, indem wir gemeinsam mit unseren Partnern auf europäischer Ebene dafür sorgen , dass die Stärkung und Förderung der wirtschaftlichen Leistungsfähigkeit Grundlage für Beschäftigung, soziale Sicherheit und Zukunftsfähigkeit Kern unseres Handelns auf allen Ebenen ist.","410",NA
"Gemeinsam können wir Europäer dann auch weiterhin unseren Beitrag zur Lösung der großen globalen Herausforderungen leisten.","108",NA
"Erfolgreich Reformen auf den Weg gebracht",NA,NA
"Seit dem Ausbruch der Euro-Staatsschuldenkrise vor drei Jahren haben wir den Zusammenhalt der Währungsunion erfolgreich gefestigt und wichtige Reformen für dauerhafte Stabilität auf den Weg gebracht.","108",NA
"Wir haben gemeinsam mit unseren europäischen Partnern Schuldenbremsen nach deutschem Vorbild in den Euro-Ländern durchgesetzt und den Stabilitätspakt verschärft.","414",NA
"Zugleich haben wir mit Strukturreformen den Weg zu mehr Wettbewerbsfähigkeit,","408",NA
"nachhaltigem Wachstum","416",NA
"und Beschäftigung geebnet.","701",NA
"Beides gehört zusammen und bildet die Grundlage, um verlorengegangenes Vertrauen zurückzugewinnen.","414",NA
"Die Neuverschuldung in der Eurozone konnte auf diesem Weg in den letzten drei Jahren halbiert werden.","414",NA
"Unsere Partner haben wichtige Wirtschaftsreformen in Gang gesetzt.","414",NA
