"content","cmp_code","eu_code"
"Durch Gesetz bzw. Verordnung werden technische Vorgaben – insbesondere bzgl. zwingend notwendiger Sicherheitsmechanismen – im Detail bundesweit einheitlich geregelt.","201",NA
"Die Einhaltung der technischen Vorgaben wird durch eine von den Ermittlungsbehörden vollständig unabhängige staatliche Stelle überwacht.","202",NA
"Programme und Software, die von den Ermittlungsbehörden für den verdeckten Eingriff eingesetzt werden sollen, müssen vorab von dieser unabhängigen Stelle untersucht und für den Einsatz freigegeben werden.","201",NA
"Da die Umsetzung des Eingriffs nur in absoluten Ausnahmefällen – also als Ultima Ratio – erfolgen darf, wird diese in der Bundesrepublik auf sehr wenige gleichzeitige Fälle beschränkt sein.","201",NA
"Diese Aufgabe wird daher zentral von einer kleinen Zahl sehr gut ausgebildeter Fachkräfte übernommen und in einer von den berechtigten Stellen unabhängigen Bundesbehörde gebündelt.","303",NA
"Die berechtigten Stellen des Bundes und der Länder können diese Bundesbehörde im Wege der Amtshilfe mit rechtlich zulässigen Maßnahmen beauftragen.","303",NA
"Diese Bundesbehörde wird einer strengen parlamentarischen Kontrolle unterworfen.","201",NA
"Das anordnende Gericht wird verpflichtet, innerhalb von 30 Tagen nach Abschluss einen ausführlichen Bericht über die durchgeführte Maßnahme zu erstellen.","201",NA
"Mit der Erstellung des Berichts ist ein Richter zu betrauen, der bisher nicht an der entsprechenden Ermittlung beteiligt war.","201",NA
"In diesem Bericht ist festzustellen, ob die Maßnahme ordnungsgemäß im Rahmen der gesetzlichen Bestimmungen und nach den Bestimmungen der richterlichen Anordnung durchgeführt wurde.","201",NA
"Ebenso obliegt es dem Richter zu bewerten, ob die gewonnenen Erkenntnisse letztendlich den schweren Eingriff in die Grundrechte des Betroffenen rechtfertigen.","201",NA
"Ein parlamentarisches Kontrollgremium wird die Berichte der Richter sammeln, regelmäßig zusammenfassen und auswerten.","201",NA
"Anhand der Auswertungen ist regelmäßig zu prüfen, ob diese Grundrechtseingriffe in der Praxis überhaupt gerechtfertigt sind und insgesamt benötigt werden.",NA,NA
"Auch wenn alle diese Maßnahmen im Gesetz verankert werden, werden wir uns weiterhin konsequent für die Abschaffung und ein strafbewehrtes Verbot der verdeckten Eingriffe in informationstechnische Systeme einsetzen.","201",NA
"Schutz der Privatsphäre im Grundgesetz",NA,NA
"Die Piratenpartei setzt sich für die bedingungslose Bewahrung der Privatsphäre der Bürgerinnen und Bürger gegenüber staatlicher Überwachung in jedweder Form ein.","201",NA
"Um dies zu erreichen strebt die Piratenpartei die Abschaffung des großen Lauschangriffs","201",NA
"sowie die Abschaffung der Eingriffe in das Briefgeheimnis sowie das Post- und Fernmeldegeheimnis durch eine Grundgesetzänderung an.","201",NA
"Zur Abschaffung des großen Lauschangriffs sollen dazu konkret die Absätze 3 bis 6 des Art. 13 Grundgesetz (GG) wieder entfernt werden.","204",NA
"Zur Abschaffung der Eingriffe in das Briefgeheimnis sowie das Post- und Fernmeldegeheimnis soll dazu konkret der Absatz 2 des Art. 10 Grundgesetz (GG) entfernt werden.","204",NA
"Die Erfahrungen z. B. mit dem „Staatstrojaner“ haben gezeigt, dass der Staat einen verantwortungsvollen Umgang mit Eingriffen in die Privatsphäre der Bürgerinnen und Bürger nicht gewährleisten kann und dass weiterhin kein Konzept für eine wirksame Kontrolle existiert.","201",NA
"Asyl",NA,NA
"Für eine solidarische Asylpolitik – Menschenrechte gelten für alle!","201",NA
"Grundsätze",NA,NA
"Die Piratenpartei Deutschland steht für eine offene, freie und pluralistische Gesellschaft ein, in der verschiedene Kulturen, Weltanschauungen und Religionen friedlich gemeinsam leben können.","607",NA
"Wir setzen uns deshalb für eine solidarische und menschenwürdige Asylpolitik ein, die am Wohl und Schutz der asylsuchenden Menschen interessiert ist und auf Instrumente zur Abschreckung, Isolation und Diskriminierung ausnahmslos verzichtet.","201",NA
"Asylpolitik muss immer an humanitären und nicht an nationalstaatlichen oder wirtschaftlichen Interessen ausgerichtet sein.","201",NA
"Asylgründe erweitern und Hürden für  Aufenthaltserlaubnis senken",NA,NA
"Durch die Änderungen des Art. 16 GG beim sogenannten Asylkompromiss ist das Recht, in Deutschland Asyl zu erhalten, drastisch eingeschränkt worden.","204",NA
"Wir streben als ersten Schritt die vollständige Wiederherstellung des Grundrechts auf Asyl, „politisch Verfolgte genießen Asylrecht“ (Art. 16 GG a. F.), an.","204",NA
"Darüber hinaus müssen Menschen, die vor Diskriminierung, der Verfolgung aufgrund ihrer sexuellen oder geschlechtlichen Identität, vor Klima- und Umweltkatastrophen, aufgrund ihrer Zugehörigkeit zu einer ethnischen oder religiösen Gruppe oder wegen Existenzbedrohung durch Armut und Hunger geflohen sind, hier ebenfalls als asylberechtigt anerkannt werden.","503",NA
"Eine Hierarchisierung von Fluchtgründen lehnen wir ab.","503",NA
"Außerdem lehnen wir pauschale Kategorisierungen von Staaten als „sichere Herkunftsländer“ ab.","201",NA
"Schutzsuchende haben ein Recht auf individuelle Prüfung ihrer Situation.","201",NA
"Bei der Prüfung, ob eine Berechtigung zum Asyl vorliegt, ist im Zweifel zu Gunsten der Asylsuchenden zu entscheiden.","201",NA
"Dabei ist auf diskriminierende und inhumane Beweis-verfahren zu verzichten.","201",NA
"Offenere Grenzen statt der Festung Europa",NA,NA
"An den Außengrenzen der Europäischen Union wird seit Jahren eine zunehmende Abriegelung angestrebt und umgesetzt, die Flüchtlingen den Zugang nach Europa immer stärker versperrt.","110",NA
"Durch nationale Polizeibehörden, das Militär und private Sicherheitsunternehmen sowie die Europäische Grenzschutzagentur FRONTEX werden Menschen gewaltsam am Betreten der EU gehindert und damit der Chance beraubt, durch einen Asylantrag Schutz in Europa zu finden.","201",NA
"Dabei wird eine Gefährdung von Gesundheit und Leben der Flüchtenden billigend in Kauf genommen.","201",NA
"Die Berichte von sogenannten „boat people“, die mit Schiffen nach Europa fliehen wollen und dort ertrinken, obwohl Hilfe möglich wäre, machen uns betroffen und zeigen, dass hier unbedingt gehandelt werden muss.","705",NA
"Statt die Abriegelung Europas weiter voranzutreiben, muss die EU Maßnahmen zur sicheren Grenzüberquerung von flüchtenden Menschen, besonders auf den Meeren vor Europa, treffen, um diesen die Möglichkeit zu geben, einen Antrag auf Asyl zu stellen.","705",NA
"Rettungsaktionen sollen staatlich organisiert werden.","303",NA
"Sie durchzuführen ist nicht die Aufgabe der Zivilgesellschaft.","303",NA
"Wo dies geschieht, dürfen Rettende für ihre Zivilcourage weder behindert noch kriminalisiert werden.","606",NA
"Wir kritisieren die momentane Praxis, immer neue Straftatbestände zu konstruieren, um Schutzsuchende zu inhaftieren.","201",NA
"Freie Wahl des Aufenthaltsortes für alle Menschen",NA,NA
"Durch vermehrte technische Überwachung an den Grenzen, zunehmende Datensammlungen über einreisende Personen (z. B. „smart borders“, EURODAC) und die Ausweitung polizeilicher Befugnisse wird deutlich, dass die Europäische Union nicht an der Aufnahme von schutzsuchenden Menschen interessiert ist, sondern auf Abschottung setzt.","201",NA
"Die Drittstaatenregelung und deren Konkretisierung in den „Dublin“-Verordnungen lehnen wir ab.","110",NA
"Durch diese Regelung drücken sich zentral gelegene Staaten wie Deutschland vor der Verantwortung den Schutzsuchenden gegenüber.","602",NA
"Jedem Menschen muss das Recht auf freie Wahl seines Aufenthaltsortes gewährt werden.","201",NA
"Daraus resultiert auch, dass jedem Menschen die Möglichkeit gegeben werden muss, in dem Land seiner Wahl Asyl zu beantragen.","201",NA
"Die bevormundende Verschiebungspraxis der EU lehnen wir ab.","110",NA
"Grundrechte auf alle Menschen ausweiten",NA,NA
"Aktuell werden Asylsuchende in einem nicht hinnehmbaren Maße vom gesellschaftlichen Zusammenleben ausgeschlossen und dadurch zu einem Leben in Isolation und Abschottung gezwungen.","201",NA
"Durch restriktive Vorschriften, wie z. B. die Residenzpflicht, wird ihre Bewegungsfreiheit massiv eingeschränkt und ein freizügiges, selbstbestimmtes Leben, ebenso wie die Beteiligung an politischen oder sozialen Veranstaltungen, nahezu unmöglich gemacht.","201",NA
"Wir setzen uns dafür ein, dass Asylsuchenden die Möglichkeit gegeben wird, sich frei und unkontrolliert im gesamten Gebiet der Europäischen Union zu bewegen.","201",NA
"Isolation beenden – menschenwürdige und dezentrale Unterkünfte schaffen!",NA,NA
"Durch die Unterbringung in Lagern und Gemeinschaftsunterkünften, die zumeist einen maroden Zustand vorweisen und abgelegen von Stadtkernen liegen, sind Asylsuchende zu einem isolierten Leben gezwungen.","201",NA
"Durch die Residenzpflicht sind Asylsuchende zudem häufig an einzelne Gemeinden oder Landkreise gebunden, wodurch ihnen die Möglichkeit genommen wird, Freundinnen und Freunde, Bekannte oder Familienmitglieder außerhalb der Kreisgrenzen zu besuchen.","201",NA
"Erschwert wird diese Situation dadurch, dass kein Anspruch auf den Zugang zu neuen Medien, wie dem Internet, besteht.","705",NA
"Ein Internetanschluss bietet leichten Zugang zu Bildung und Kultur, bietet die Möglichkeit, während des laufenden Asylantrags Kontakt zur juristischen Vertretung zu halten, sich über die deutsche Rechtslage zu informieren oder Kontakt zu Familienmitgliedern, Freundinnen und Freunden zu halten.","705",NA
"Wir halten diesen menschenunwürdigen Zustand für nicht länger hinnehmbar und setzen uns dafür ein, Asylsuchenden ein Leben in Freiheit und Selbstbestimmung, ohne Kontrolle, Misstrauen und Isolation zu ermöglichen.","201",NA
"Wohnungen müssen hierfür dezentral organisiert werden, eine Abkehr von der bestehenden Lagerpraxis ist unabdingbar.","201",NA
"Der Zugang zu Bildung, Kultur, Sprachkursen und neuen, modernen Kommunikationsmedien wie dem Internet muss barrierefrei und kostenfrei sichergestellt sein.","503",NA
"Echte Existenzsicherung statt diskriminierender Sondergesetze",NA,NA
"Das Urteil des Bundesverfassungsgerichts zum „Asylbewerberleistungsgesetz“ ist eindeutig und zeigt, dass es verfassungswidrig ist, Asylsuchende unter dem „Existenzminimum“ zu halten.","203",NA
"Dies zeigt, wie stark Asylsuchende bereits durch die Gesetzgebung in ihrem Alltag diskriminiert und eines selbstbestimmten Lebens beraubt werden.","503",NA
"Wir setzen uns dafür ein, dass Asylsuchende Anspruch auf Sozialleistungen haben, ohne dabei diskriminierende Sondergesetzgebungen zu erhalten oder zu schaffen.","504",NA
"Das Recht auf sichere Existenz und Teilhabe muss für alle Menschen gelten – auch und besonders für Schutzsuchende.","503",NA
"Faires Asylverfahren schaffen – Behördengänge vereinfachen",NA,NA
"Allen Menschen, die in Deutschland einen Asylantrag stellen, muss genügend Zeit gegeben werden, die auf der Flucht und im Herkunftsland erlebten Geschehnisse zu verarbeiten.","303",NA
"Dafür muss gewährleistet sein, dass Asylsuchenden eine psychologische Betreuung gestellt wird, die sie dabei unterstützt und begleitet.","504",NA
"Um faire Chancen und Grundlagen in einem Asylverfahren zu schaffen, muss sichergestellt werden, dass sowohl genügend Zeit als auch eine ausreichende Anzahl an qualifizierten Mitarbeiterinnen und Mitarbeitern vorhanden ist.","303",NA
"Zudem ist von hektischen Pauschalurteilen und der Hierarchisierung unter bestimmten Gruppen von Flüchtlingen abzusehen, um eine echte Chancengleichheit zu schaffen.","503",NA
"In Zeiten von erhöhtem Aufkommen an Asylsuchenden ist hierfür eine Aufstockung der Ressourcen beim Bundesamt für Migration und Flüchtlinge zu gewährleisten, um unnötige und störende Wartezeiten zu vermeiden.","303",NA
"Hierbei darf es zu keinem Qualitätsverlust der Beurteilungen und Entscheidungen kommen, wie es im sogenannten „Schnellverfahren“ der Fall ist.","303",NA
"Die Piratenpartei setzt sich außerdem dafür ein, Asylsuchenden einen rechtlichen Anspruch auf eine juristische Vertretung sowie auf eine Dolmetscherin oder einen Dolmetscher zu gewährleisten, um diese nicht zusätzlich mit hohen Kosten, organisatorischen Schwierigkeiten und sprachlichen Barrieren zu belasten.","201",NA
"Für ein Ende von Abschiebungen und Abschiebehaft",NA,NA
"Wir setzen uns für ein generelles Ende von Abschiebungen und der Abschiebehaft ein.","201",NA
