"content","cmp_code","eu_code"
"Das ist ein neuer Arbeitsplatz alle 80 Sekunden.","701",NA
"So viele Menschen wie nie zuvor in der Geschichte haben Arbeit.","701",NA
"Die Löhne steigen.","701",NA
"Unsere sozialen Sicherungssysteme stehen wieder auf festen Beinen.","504",NA
"Das ist unser gemeinsamer Erfolg.","305",NA
"Und diesen Weg wollen wir gemeinsam weiter gehen.","305",NA
"Wir wissen, dass das nicht einfach wird.","305",NA
"Wir wissen aber auch, was uns in Deutschland stark gemacht hat:","601",NA
"Menschen, die sich anstrengen – aus Leidenschaft, aus Liebe zu anderen, aus Verantwortung.","601",NA
"Wir glauben an diese Menschen.","601",NA
"Wir wollen diese Menschen, die eigentlichen Wachstumskräfte unseres Landes, weiter stärken, damit auch die nächsten vier Jahre in Deutschland gut werden.","410",NA
"Dafür wollen wir weiter arbeiten:","305",NA
"-   Für die Schwarze Null im Bundeshaushalt.","414",NA
"-   Damit wir 2016 endlich erstmalig beginnen, Schulden zurück zu zahlen.","414",NA
"-    ",NA,NA
"-   Für die Abschaffung der Kalten Progression und des Solis sowie gegen neue Steuererhöhungen, um die Menschen und damit die Wachstumskräfte unseres Landes weiter zu stärken.","410",NA
"-    ",NA,NA
"-   Für die Unabhängigkeit der EZB, für die Stärkung der Bundesbank, für die Einhaltung der Stabilitätsregeln in Europa –","414",NA
"-   und für eine stabile, sichere Währung.","414",NA
"-   Damit auch unser Aufschwung und Ihr Erspartes sicher bleibt.","414",NA
"-    ",NA,NA
"-   Für eine vielfältige und freie Gesellschaft.","607",NA
"-    Durch ein modernes Einwanderungsrecht,","607",NA
"-   die grundsätzliche Zulassung der Doppelten Staatsbürgerschaft","607",NA
"-   und mehr Bürgerbeteiligung.","202",NA
"-   Für mehr Investitionen in Bildung,","506",NA
"-   für die bessere Vereinbarkeit von Beruf und Familie","603",NA
"-   und für eine zukunftsorientierte Infrastrukturpolitik.","411",NA
"-   Damit Deutschland stark bleibt.","601",NA
"-    ",NA,NA
"Das geht nur mit uns.","305",NA
"Das geht nur mit der FDP.","305",NA
"Und gemeinsam können wir noch viel mehr erreichen:","305",NA
"Vollbeschäftigung.","701",NA
"Schuldenfreiheit.","414",NA
"Mehr Wohlstand für alle.","410",NA
"Diese Ziele sind in Reichweite.","305",NA
"Aber dafür müssen wir in Deutschland Kurs halten.","305",NA
"Darum geht es beidieser Wahl.","305",NA
"Wir versprechen Deutschland nicht den schnellen und einfachen Weg in eine schöne, neue Welt.","305",NA
"Unser Versprechen ist der bessere Staat, der Freiräume schafft statt einzuengen.","201",NA
"Unser Versprechenist, dass jeder die Chance bekommen soll, seine Träume selbst zu verwirklichen.","503",NA
"Unser Versprechen ist, dass das Aufstiegsversprechen der Sozialen Marktwirtschaft für jeden inDeutschland Wirklichkeit werden kann.","503",NA
"Das geht nur mit uns.","305",NA
"Dafür halten wir Deutschland auf Kurs.","305",NA
"Dafür werben wir um Ihr Vertrauen.","305",NA
"I. Wachstum, damit jeder aufsteigen kann",NA,NA
"Die Freiheit des Einzelnen ist Grund und Grenze liberaler Politik.","201",NA
"Deshalb schaffen wir die Voraussetzungen dafür, dass sich jeder Mensch in unserem Land frei entfalten, Hindernisse überwinden und nach seinen Vorstellungen glücklich werden kann.","201",NA
"Wir wollen das Aufstiegsversprechen der Sozialen Marktwirtschaft erfüllen:","403",NA
"Dass jeder Mensch in unserem Land aus eigener Kraft den Aufstieg schaffen kann.","401",NA
"Dabei sind wir auf dem richtigen Weg.","305",NA
"Während Europa eine schwere Finanz-und Wirtschaftskrise erlebt, hat Deutschland in den vergangenen Jahren eine Erfolgsgeschichte geschrieben:","601",NA
"So viele Menschen in Arbeit wie noch nie zuvor in der Geschichte,","701",NA
"die besten Beschäftigungschancen für junge Menschen in ganz Europa,","701",NA
"ein solider Staatshaushalt,","414",NA
"steigende Löhne","701",NA
"und steigende Renten.","706",NA
"Diese Erfolgsgeschichte wollen wir gemeinsam mit den Menschen in unserem Land fortsetzen.","305",NA
"Wir verteidigen die Soziale Marktwirtschaft deshalb entschieden gegen jene, die die Grundsätze unserer Wirtschaftsordnung wie das Leitbild des ehrbaren Kaufmannsoder die Haftung für eigenes Tun und Unterlassen außer Kraft setzen wollen.","403",NA
"Und wir verteidigen und stärken die Soziale Marktwirtschaft gegen alle anderen, die auf den Staat setzen, anstatt den Menschen zu vertrauen.","401",NA
"Das ist die entscheidende Auseinandersetzung der kommenden Jahre.","401",NA
"Wir stärken die Soziale Marktwirtschaft, weil sie die Grundlage ist für Wohlstand, Fortschritt und Wachstum in Deutschland – für das Streben jedes Einzelnen nach Glück.","403",NA
"Darum kämpfen wir für eine stabile Währung.","414",NA
"Denn wir wollen die Ersparnisse und die Altersvorsorge der Menschen sichern.","414",NA
"Darum sanieren wir unseren Staatshaushalt und werden so schnell wie möglich damit beginnen, Schuldenberge abzubauen, um so auch Zinszahlungen zu verringern – weil wir an unsere Kinder und Kindeskinder denken.","414",NA
"Wir stärken unseren Mittelstand, weil er das Rückgrat unserer Wirtschaft ist","402",NA
"und gute, anständige Arbeit für die Menschen in unserem Land sichert.","701",NA
"Und wir entlasten Bürger, Selbständige und Unternehmer von Steuern und Bürokratie.","402",NA
"Damit am Ende des Monats etwas mehr Zeit und Geld bleibt – für das eigene Zuhause, die eigene Vorsorge, die eigenen Träume.","409",NA
"Damit Erfinder, Entdecker, Wagemutige und Kreative die Mittel und die Freiheit dazu haben, ihre Ideen zu verwirklichen.","401",NA
"Und damit unser Land voran bringen.","601",NA
"Gemeinsam können wir es schaffen, Deutschland weiter nach vorn zu bringen.","305",NA
"Wir können Großes erreichen:","305",NA
"Einen ausgeglichenen Bundeshaushalt,","414",NA
"Vollbeschäftigung,","701",NA
"mehr Wohlstand","410",NA
"und mehr Chancen für alle.","503",NA
"Diese Ziele liegen in Reichweite.","305",NA
"Dazu wollen wir unseren Weg gemeinsam mit den Menschen in unserem Land weitergehen – den Weg der Sozialen Marktwirtschaft.","305",NA
"Die Grundlage für unseren Wohlstand – stabiles Geld",NA,NA
"Stabiles Geld ist ein Eckpfeiler jeder freien und fairen Gesellschafts-und Wirtschaftsordnung.","414",NA
"Denn Inflation bedeutet die Vernichtung von Ersparnissen und die Entwertung der eigenen Lebensleistung.","414",NA
"Die Soziale Marktwirtschaft ist ohne eine konsequente Politik der Geldwertstabilität daher nicht denkbar.","414",NA
"Denn Geldwertstabilität schützt die Einkommen und das Eigentum.","414",NA
"Vor allem von Menschen mit kleinen Ersparnissen, Geringverdienern und Rentnern.","414",NA
"Inflation ist die größte soziale Ungerechtigkeit, die man sich vorstellen kann.","503",NA
"Geldwertstabilität ist deutsche Staatsraison.","601",NA
"Die Stabilitätskultur ist unsere Mitgift für Europa.","414",NA
"Unsere bittere historische Erfahrung ist:","601",NA
"Kommt das Geldwesen in Unordnung, besteht die Gefahr, dass die ganze Gesellschaft in Unordnung gerät – mit unabsehbaren politischen Folgen.","601",NA
"Tief ist die Hyperinflation der 1920er Jahre und die Geldentwertung der unmittelbaren Nachkriegszeit in unser kollektives Gedächtnis eingebrannt.","601",NA
"Manche wollen zur Bekämpfung der Schuldenkrise alle Geldschleusen öffnen und die Schulden weginflationieren.","414",NA
"Neben der amerikanischen Notenbank haben die Europäische Zentralbank (EZB), die japanische und die britische Zentralbank ihre Geldmengen extrem ausgeweitet.","414",NA
"Eine derart große Menge an Geld erhöht die Inflationsgefahr.","414",NA
"Eine dauerhafte Staatsfinanzierung durch die Notenpresse ist aber grundfalsch.","414",NA
"Das wäre der Weg in die Inflationsunion.","414",NA
"Wir wollen hingegen den Weg der Sozialen Marktwirtschaft weiter gehen: Für stabiles Geld und für sichere Ersparnisse.","414",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Wir wollen die schwarze Null beim Staatshaushalt und den Einstieg in die Tilgung unserer Schulden so schnell wie möglich erreichen.","414",NA
"-   Wir stehen für solide, stabile Haushalte und die Tilgung unserer Altschulden.","414",NA
"-   Denn weniger Staatsschulden sind der beste Schutz vor Inflation.","414",NA
"-    Durch einen konsequenten Einsatz für mehr Wachstum stärken wir die Grundlagen unseres Wohlstandes in Deutschland und Europa –","410",NA
"-   und schaffen die Basis für solide Haushalte und eine stabile Währung.","414",NA
"-    ",NA,NA
"-   Wir verteidigen die Unabhängigkeit der EZB.","108",NA
"-   Die EZB muss der Geldwertstabilität verpflichtet bleiben.","414",NA
"-   Eine Staatsfinanzierung durch die EZB und damit die Sanierung der Staatshaushalte durch Inflation lehnen wir mit aller Entschiedenheit ab.","414",NA
"-    ",NA,NA
"-   Wir möchten die Bundesbank im EZB-Rat stärken.","601",NA
"-   Heute hat die Bundesbank im Rat der EZB nur eine von 17 Stimmen, obwohl Deutschland über ein Viertel des Haftungsrisikos trägt.","601",NA
"-   Das ist nicht angemessen und soll sich ändern.","601",NA
"-   Bei außergewöhnlichen Entscheidungen wie dem Aufkauf von Staatsanleihen brauchen die Bundesbank und die anderen großen Zentralbanken eine Veto-Möglichkeit.","601",NA
"-    ",NA,NA
"o Wir stehen für eine Stabilitätsunion mit soliden Haushalten und Finanzen.","414",NA
"o Eine Haftungsunion wird es mit uns nicht geben.","110",NA
"o Eine gesamtschuldnerische Haftung für Staatsanleihen der Mitgliedstaaten, wie über Eurobonds oder einen Altschuldentilgungsfonds, lehnen wir Liberalen aus politischen, rechtlichen und wirtschaftlichen Gründen ab.","110",NA
"o  ",NA,NA
"o Stattdessen sind weitere Strukturre formen angezeigt, damit Europa aus eigener Kraft aus seinen Schulden heraus wachsen kann.","414",NA
"o Jede Form von Nothilfe ist das letzte Mittel, wenn die Stabilität der Euro-Zone insgesamt in Gefahr ist.","414",NA
"o  ",NA,NA
"-   Wir wollen die Geldwertwertstabilität ins Grundgesetz aufnehmen.","204",NA
"-    Geldwertstabilität ist für die wirtschaftliche Freiheitsentfaltung der Bürger entscheidend.","401",NA
"-    ",NA,NA
"Aus Verantwortung für heute und morgen – Schuldenberge abbauen",NA,NA
"Der heutigen Generation steht es nicht zu, kommenden Generationen ihren Weg durch Schuldenberge zu verbauen.","414",NA
"Wir sind der heutigen Generation gegenüber verpflichtet, die Zinszahlungen zu vermeiden.","414",NA
"Das hat die Schuldenkrise Europas uns gezeigt: Wir müssen damit aufhören – in Deutschland und in Europa – immer weiter unseren Lebensstandard heute auf Kosten der Zukunft zu finanzieren.","414",NA
"Schulden können wie Drogen wirken:","414",NA
"Sie schaffen einen Teufelskreis, der erst in die Abhängigkeit führt und die Gesellschaft und Demokratie dann am Ende vor die Existenzfrage stellt.","414",NA
"Die Krise in Europa lehrt: Wer den Staat überfordert, macht ihn in Wahrheit kaputt.","414",NA
"Wer den Menschen immer höhere staatliche Leistungen verspricht, betrügt sie in Wahrheit um ihre Chancen.","414",NA
"Wer meint, den Bürgern etwas Gutes zu tun, indem er die wirtschaftliche Leistungsfähigkeit eines Landes schwächt, der vergeht sich in Wahrheit an der Zukunft des Landes.","414",NA
"Wir Liberalen stellen sicher, dass Deutschland und Europa richtig auf die aktuelle Krise reagieren:","414",NA
"Mehr wirtschaftliche Leistungskraft und weniger Staat.","401",NA
"Um diese grundlegende Frage geht es bei der Bundestagswahl 2013.","401",NA
"Aufgrund dieser Überzeugung haben wir für ein Verschuldungsverbot","414",NA
"und die Konsolidierung des Staatshaushaltes gekämpft.","414",NA
"Deshalb haben wir als erste Bundesregierung überhaupt die Ausgaben abgesenkt.","414",NA
"Mehreinnahmen wurden für die Reduzierung der Neuverschuldung eingesetzt.","414",NA
"Gleichzeitig haben wir Städten und Gemeinden neue finanzielle Spielräume eröffnet.","301",NA
"Allein durch die Übernahme der Kosten für die Grundsicherung im Alter entlasten wir die Kommunen jährlich um vier Milliarden Euro und geben ihnen wieder Luft zum Atmen.","301",NA
"Im Vergleich zur Planung der schwarz-roten Vorgängerregierung im Jahr 2009 haben wir die Neuverschuldung in den vergangenen Jahren mehr als halbiert.","414",NA
"Das bedeutet über 150 Milliarden Euro weniger Schulden als damals geplant.","414",NA
"Schon 2012 wurde die ab 2016 geltende Grenze einer Neuverschuldung des Bundes von 0,35 Prozent unterschritten.","414",NA
"Für 2014 haben wir einen strukturell ausgeglichenen Haushaltsentwurf vorgelegt.","414",NA
"Diese Konsolidierungserfolge gehen über das hinaus, was 2009 selbst Optimisten nicht erwartet hätten.","414",NA
"Ob diese solide Haushaltspolitik fortgesetzt oder aufgeweicht wird – darum geht es bei dieser Bundestagswahl.","414",NA
"Stabiles Wachstum","410",NA
"und eine solide Haushaltspolitik – das ist der Weg zum Schuldenabbau.","414",NA
"Neue Staatsaufgaben dürfen nur beschlossen werden, wenn ihre Finanzierung auch langfristig gesichert ist.","414",NA
"Eine Gefälligkeitspolitik, die heute verspricht was morgen teuer bezahlt werden muss, hat uns erst in die Abhängigkeit von Finanzmärkten geführt.","414",NA
"Die Handlungsfähigkeit eines haushalterisch soliden Staats gibt uns auch den Freiraum für eine Stärkung des Föderalismus,","301",NA
"mehr kommunale Selbstverwaltung","301",NA
"und die Einführung eines echten Konnexitätsprinzips.","301",NA
"Deshalb wollen wir nach einer noch schnelleren Konsolidierung umgehend mit der Entschuldung von Bundes-und Länderhaushalten beginnen.","414",NA
"Damit wir unsere eigene Freiheit und unsere Chancen nicht verspielen – und auch nicht die unserer Nachkommen.","414",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Wir wollen den Kurs der Haushaltskonsolidierung weiter fortsetzen und jetzt so schnell wie möglich damit beginnen, den Schuldenberg abzubauen.","414",NA
"-    ",NA,NA
"-   Mit einer „neuen Nachhaltigkeitsformel“, der Sparregel, wollen wir den Weg für eine effiziente und dauerhafte Sanierung der Staatsfinanzen ebnen.","414",NA
"-   Dazu wollen wir sicher stellen, dass reale Steuermehreinnahmen, die aus Wachstum entstehen, ausschließlich für Schuldenabbau und Investitionen verwendet werden.","414",NA
"-   Nur so können wir das Vorhaben einer schuldenfreien Nation tatsächlich zu einem Generationenprojekt machen, unabhängig von allen tagespolitischen Konflikten und Interessen.","414",NA
"-    ",NA,NA
"-   Direkte Beihilfen dürfen nur noch befristet gewährt und müssen möglichst mit einem festen Abbaupfad verbunden werden.","414",NA
"-   Eine Fortsetzung der Hilfen erfordert einen neuen Beschluss des Parlaments.","202",NA
"-   Wir wollen weiter Subventionen abbauen","414",NA
"-   sowie Effizienz-und Einsparpotentiale in der Öffentlichen Verwaltung heben.","303",NA
"-    ",NA,NA
"-   Wir wollen eine Subventionsbremse für den Bundeshaushalt einführen.","414",NA
"-    Dabei soll das Gesamtvolumen an Finanzhilfen und Steuervergünstigungen vorabgesondert und vom Bundeshaushalt getrennt festgelegt und stufenweise abgeschmolzen werden.","414",NA
"-    ",NA,NA
"-   Unser Ziel ist es, die Staatsquote weiter zu senken.","414",NA
"-   Dazu dient das Gebot, Projekte auf Möglichkeiten der Privatisierung zu prüfen.","414",NA
"-    ",NA,NA
"-   Wir Liberale stehen dafür ein, die Belastung der Menschen und Unternehmen durch Steuern und Abgaben nicht zu erhöhen.","408",NA
"-    ",NA,NA
"-   Ziel von uns Liberalen bleibt die Senkung der Steuer-und Abgabenbelastung der Bürger und Unternehmer.","408",NA
"-   Um schleichende Steuererhöhungen durch die sogenannte Kalte Progression zu verhindern, muss der Einkommensteuertarif regelmäßig angepasst werden.","408",NA
"-    ",NA,NA
"-   Im Grundgesetz wollen wir den Halbteilungsgrundsatz verankern.","408",NA
"-   Denn mehr als die Hälfte des Einkommens über Ertragsteuern an den Staat abzuführen ist unverhältnismäßig und leistungsfeindlich.","408",NA
"-    Deshalb brauchen wir neben der Schuldenbremse auch eine Steuerbremse zum Schutz der Bürger, damit andere politische Mehrheiten sie nicht maßlos mit Steuern belasten.","414",NA
"-    ",NA,NA
"-   Die Finanzbeziehungen zwischen Bund, Ländern und Kommunen wollen wir umfassend neu ordnen.","301",NA
"-   Dieses Vorhaben hat nur Aussicht auf Erfolg, wenn Bund, Länder und Kommunen es im Rahmen einer neuen Föderalismuskommission gemeinsam, partnerschaftlich und entschlossen angehen.","301",NA
"-    Im Vordergrund stehen dabei eine Reform des Bund-Länder-Finanzausgleichs die Wachstum und Sparsamkeit belohnt und nicht bestraft,","414",NA
"-   der Abbau von Doppelzuständigkeiten und Mischfinanzierungen","303",NA
"-   sowie der Ausbau der Finanzautonomie der Länder und ein föderaler Wettbewerb.","301",NA
"-    Unser Ziel ist es, zwischen Bundes-und Landessteuern stärker zu trennen.","303",NA
"-   Gleichzeitig wollen wir in unserer Verfassung ein echtes Konnexitätsprinzip verankern:","301",NA
"-   Gemeinden dürfen von Bund oder Ländern nur noch mit zusätzlichen Aufgaben betraut werden, wenn die Finanzierung durch den Gesetzgeber gewährleistet ist.","301",NA
"-   Schließlich muss gelten: Wer bestellt, der bezahlt.","301",NA
"-    ",NA,NA
"Entlastung für den Aufstieg",NA,NA
"Chancen schaffen wir, indem wir Hindernisse beseitigen und Belastungen vermindern, die den Menschen ihren Aufstieg erschweren.","401",NA
"Deshalb kämpfen wir Liberale entschieden gegen zusätzliche Belastungen der Bürger und Unternehmen","401",NA
"– und für den Abbau von Bürokratie,","303",NA
"für die Vereinfachung des Steuersystems","303",NA
"und für die Entlastung der Bürger.","408",NA
"Darum haben wir mit der Erhöhung des Kindergeldes und des Kinderfreibetrages die Familien in unserem Land um jährlich 4,6 Milliarden Euro entlastet.","504",NA
"Für eine vierköpfige Familie bedeutet das: mindestens 480 Euro mehr im Jahr.","603",NA
"Die schrittweise Senkung der Rentenversicherungsbeiträge hat eine weitere jährliche Entlastung von acht Milliarden Euro gebracht.","408",NA
"Wir haben die steuerlichen Rahmenbedingungen für mittelständische Unternehmen verbessert,","402",NA
"die Bürokratiekosten in Deutschland um elf Milliarden Euro abgebaut","303",NA
"und die Staatsquote von 48,1 auf 45,2 Prozent gesenkt.","414",NA
"Erste Schritte zur Vereinfachung des Steuerrechts sind umgesetzt, die Arbeitnehmerpauschale wurde von uns auf 1.000 Euro erhöht.","303",NA
"Mit unserer Politik haben wir neue Freiräume geschaffen, damit die Menschen in unserem Land ihre Kraft und Kreativität frei entfalten können.","201",NA
"Wir haben, gegen große Widerstände, ihnen das Leben ein Stück weit vereinfacht und Belastungen abgebaut.","201",NA
"Wir haben die Menschen und damit die Wachstumskräfte in unserem Land gestärkt","410",NA
"– und dadurch auch die Voraussetzungen für einen stabilen Aufschwung und eine nachhaltige Haushaltskonsolidierung geschaffen.","414",NA
"Das wollen wir weiter tun.","305",NA
"Dafür treten wir ein.","305",NA
"Dafür treten wir an.","305",NA
"-   Unser Ziel bleibt die Entlastung der arbeitenden Mitte.","704",NA
"-   Eine höhere Steuerbelastung für Bürger und Unternehmen lehnen wir entschieden ab.","408",NA
"-   Hohe Steuersätze führen nicht automatisch zu höheren Staatseinnahmen, sondern verhindern Wachstum,","410",NA
"-   vernichten Arbeitsplätze und gefährden damit die Existenz zahlloser Arbeitnehmer und ihrer Familien.","701",NA
"-    ",NA,NA
"-    Die Einführung von EU-Steuern wird von uns abgelehnt.","110",NA
"-    ",NA,NA
"-   Wir sehen nach wie vor die Notwendigkeit einer grundlegenden Reform des Einkommen-und des Unternehmensteuerrechts.","303",NA
"-   Dabei setzen wir auf ein einfaches, niedriges und gerechtes Steuersystem mit moderaten Sätzen und wenigen Ausnahmen – idealerweise in einem Stufentarif.","303",NA
"-   Die Entlastung der berufstätigen Mitte und die Haushaltskonsolidierung schließen sich nicht aus.","414",NA
"-   Bei der Haushaltskonsolidierung setzen wir vor allem auch auf Aufgabenkritik und die Senkung von Ausgaben.","414",NA
"-    Der Staat darf auf keiner Ebene mehr ausgeben als er einnimmt.","414",NA
"-    Staatsschulden dürfen nicht aufgebaut, sondern müssen jetzt abgebaut werden.","414",NA
"-   Dieses Ziel bleibt vorrangig.","414",NA
"-    ",NA,NA
"-   Unser Ziel ist es, im Sinne von „Privat vor Staat“ die Staatsquote weiter zu senken.","414",NA
"-   Deshalb werden wir auch in Zukunft prüfen, welche Projekte und Aufgaben sinnvollerweise privatisiert werden können.","414",NA
"-    ",NA,NA
"-   Unabhängig von der Höhe der Steuern sparen weitere Vereinfachungen des Steuerrechts Bürgern und Unternehmen Zeit und Kosten.","303",NA
"-   Dem Erfindungsreichtum der Finanzverwaltung, die immer neue Berichtspflichten und bürokratische Kontrollsysteme zu Lasten der Mittelschicht entwickelt, wollen wir Grenzen setzen.","303",NA
"-   In diesem Zusammenhang wollen wir insbesondere Pauschalregelungen einführen, Pauschalen anheben, zu Lasten des Mittelstandes abgeschaffte Pauschalregelungen wieder herstellen, sowie Berichtspflichten und sonstige Bürokratie reduzieren.","303",NA
"-    ",NA,NA
"-   Wir wollen die Kalte Progression bekämpfen.","408",NA
"-   Derzeit ist es so, dass die Menschen trotz Lohnerhöhungen unter Umständen weniger in der Tasche haben, weil das zusätzliche Einkommen durch automatische Steuererhöhung und die Inflation wieder aufgefressen wird.","408",NA
"-   Wir wollen deshalb die Auswirkungen der Kalten Progression alle zwei Jahre überprüfen und den Einkommensteuertarif anpassen, damit der Staat sich nicht auf Kosten der Bürger an der Inflation bereichert.","408",NA
"-    ",NA,NA
"-   Im Jahr 2019 läuft der Solidaritätspakt aus.","414",NA
"-   Bis zu diesem Zeitpunkt werden die Aufbauhilfen Ost schrittweise vollständig abgebaut.","414",NA
"-   Wir wollen den Solidaritätszuschlag im Laufe dieser Legislaturperiode schrittweise vollständig abbauen.","414",NA
"-    ",NA,NA
"o Anstrengung soll sich lohnen.","401",NA
"o Die Steuerklasse V, die die Aufnahme einer Erwerbstätigkeit besonders für Frauen nach einer Familienpause steuerlich häufig unattraktiv erscheinen lässt, wollen wir deshalb abschaffen.","706",NA
"o Familien müssen leistungsgerecht besteuert werden.","603",NA
"o Die Freibeträge der Kinder sollen schrittweise auf das Niveau der Freibeträge von Erwachsenen angehoben werden.","408",NA
"o Das Ehegattensplitting wollen wir beibehalten.","603",NA
"o Wir sprechen uns für seine Ausweitung auf gleichgeschlechtliche Lebenspartnerschaften aus.","604",NA
"o Denn die steuerliche Entlastung aus dem Splitting ist Gegenleistung für die Verantwortung der Ehegatten untereinander.","603",NA
"o Diese Verantwortung ist vorrangig im Verhältnis zu dem Anspruch eines Ehegatten auf soziale Mindestabsicherung gegen Staat und Solidargemeinschaft.","505",NA
"o Das Ehegattensplitting ist damit Ausdruck sowohl sozialrechtlicher Subsidiarität als auch des Vorrangs privater Verantwortung vor staatlicher Umverteilung.","505",NA
"o Entsprechende Einstandspflichten existieren aber nicht nur zwischen Ehegatten, sondern auch zwischen Lebenspartnern.","604",NA
"o  Daher sollten sie hier wie im Übrigen auch mit Ehepartnern gleich gestellt werden.","604",NA
"-   Ein verschärftes Erbschaftsteuerrecht sowie eine Vermögensabgabe und eine Vermögensteuer wären gerade für kleine und mittelständische Unternehmen eine untragbare Belastung und würden zu einem massiven Abfluss von Kapital und Vermögen aus Deutschland führen und viele Arbeitsplätze vernichten.","402",NA
"-   Das lehnen wir ab.","402",NA
"-    ",NA,NA
"-   Wir wollen das Grundsteuerrecht reformieren, das heutige Bewertungsgesetz abschaffen und den Kommunen flexible Hebesätze einräumen, mit denen die Verhältnisse vor Ort und die Art der Nutzung berücksichtigt werden können.","301",NA
"-   Das soll nicht zu einer Erhöhung des Grundsteueraufkommens führen.","414",NA
"-    Die Gewerbesteuer wollen wir in ein kommunales Einkommen-und Körperschaftsteuersystem überführen.","303",NA
"-   Ein erster Schritt dazu ist die Beseitigung der heutigen gewerbesteuerlichen Hinzurechnungen.","303",NA
"-   Die derzeitige ertragsunabhängige Besteuerung zum Beispiel von Mieten und Zinsen führt effektiv zu einer Substanzbesteuerung – und bedroht damit gerade in konjunkturell schwierigen Zeiten die Existenz insbesondere kleiner und mittelständischer Unternehmen.","402",NA
"-    ",NA,NA
"-   Die Abgeltungsteuer auf Kapitalerträge hat sich bewährt.","303",NA
"-   Sie ermöglicht eine international abgestimmte Kapitalbesteuerung, verhindert Steuerhinterziehung und vermeidet datenschutzrechtlich bedenkliche Kontrollmaßnahmen.","303",NA
"-   Durch die Heraufsetzung der Freibeträge für Kapitalerträge aus Zinsen und Dividenden möchten wir den privaten Haushalten einen Anreiz zur Altersvorsorge bieten.","505",NA
"-    ",NA,NA
"-   Wir setzen uns dafür ein, das System der Verbrauchssteuern (zum Beispiel Kaffeesteuer) auf ihre Sinnhaftigkeit zu überprüfen.","303",NA
"-   Die dadurch eventuell nicht mehr benötigten Finanzbeamten können sinnvoller zur Bekämpfung des Umsatzsteuerbetrugs eingesetzt werden.","303",NA
"-    ",NA,NA
"Mittelstand stärken, industrielle Basis erhalten, Arbeitsplätze schaffen",NA,NA
"Die Soziale Marktwirtschaft schafft Chancen, damit sich jeder Mensch in unserem Land frei entfalten kann.","403",NA
"Wir wollen Vollbeschäftigung erreichen, damit jeder die Chance bekommt, durch eigene Anstrengung aufzusteigen und seine Lebensverhältnisse zu verbessern.","701",NA
"Voraussetzung dafür ist aber eine starke, dynamische und innovative Wirtschaft, die Arbeit schafft und Chancen zum Ein-und Aufstieg bietet.","410",NA
"Deshalb wollen wir den Industriestandort Deutschland und den Mittelstand – das Rückgrat unserer Wirtschaft – weiter stärken sowie das Handwerk als Wirtschaftsfaktor voranbringen.","402",NA
"Deshalb kämpfen wir gegen planwirtschaftliche Tendenzen und gegen alle Schritte in Richtung auf Einheitslöhne, Einheitskassen und Einheitsrenten.","401",NA
"Stattdessen setzen wir auf mehr Wettbewerb","403",NA
