"content","cmp_code","eu_code"
"Uns geht es um einen Optimismus des Handelns und der Veränderung.","305",0
"Es ist nicht Deine Schuld, dass die Welt ist, wie sie ist.",NA,NA
"Es ist nur Deine Schuld, wenn sie so bleibt.",NA,NA
"Wir müssen aus der Krise lernen und unsere Gesellschaft, unsere Welt zu einer besseren machen.","305",0
"Das ist möglich – gerade jetzt.","305",0
"Mit dem Blick aufs Ganze und mit vielen konkreten Veränderungen.","305",0
"Zeit für einen grünen Neuen Gesellschaftsvertrag",NA,NA
"Was die Gesellschaft im alten Gesellschaftsvertrag der Bundesrepublik verband, war zumindest das Versprechen, dass Bildung und Aufstieg möglich sind, unabhängig von der Herkunft.","503",0
"Es war weitreichendes Selbstverständnis, dass in einer solidarischen Gesellschaft diejenigen, die mehr haben und mehr verdienen auch mehr bezahlen.","503",0
"Es war das Selbstverständnis, dass der soziale Friede ein hohes Gut ist","606",0
"und der Staat und die Gesellschaft einspringen, wenn Menschen abgehängt zu werden drohen.","503",0
"Dieser gesellschaftliche Konsens ist aufgekündigt und besteht nicht mehr.","606",0
"Es stimmt etwas nicht, wenn sozialer Ausschluss, Bildungsarmut und Massenarbeitslosigkeit zum Dauerzustand werden und wenn Menschen sich um ihr Auskommen sorgen müssen.","503",0
"Es ist etwas aus dem Lot geraten, wenn Wohlstand immer ungerechter verteilt wird","503",0
"und Geiz und Gier die Märkte dominieren.","403",0
"Extremer Reichtum und große Armut existieren nebeneinander und die Schere geht immer weiter auseinander.","503",0
"Das reichste Zehntel der Gesellschaft erzielt über 40 Prozent des Markteinkommens, die untere Hälfte zusammen gerade mal drei Prozent.","503",0
"Frauen erhalten in Deutschland noch immer 22 Prozent weniger Lohn für gleichwertige Arbeit – und sind oftmals doppelt und dreifach belastet.","706",0
"Aber es gibt kein Zurück – nicht in die Bundesrepublik der 1970er Jahre und schon gar nicht in die DDR.","305",0
"Und wahr ist auch: Der alte Gesellschaftsvertrag war oft genug ein ungedeckter Scheck:","305",0
"Ein Vertrag zulasten Anderer, der kommenden Generationen","706",0
"und zu lasten unserer Umwelt.","501",0
"Dass wir unsere Lebensgrundlagen zerstören, ist keine Entwicklung der jüngsten Zeit – nur die Folgen werden immer dramatischer.","501",0
"Der alte Gesellschaftsvertrag ging zu Lasten der Frauen","706",0
"und ignorierte, dass Deutschland eine Einwanderungsgesellschaft ist.","607",0
"Unser wachsender Wohlstand fußt auch auf internationaler Ungerechtigkeit, vor allem gegenüber den Entwicklungsländern.","107",0
"Deswegen brauchen wir jetzt einen Neuen Gesellschaftsvertrag – sozial und ökologisch.","503",0
"Dieser Neue Gesellschaftsvertrag basiert auf der Verabredung, nicht auf Kosten anderer zu leben.","503",0
"Er legt ein nachhaltiges Fundament für eine Wirtschaft, die sparsamer mit den kostbaren Ressourcen umgeht","416",0
"und neue Arbeit schafft – keine Billigjobs, sondern Arbeitsplätze mit Zukunft.","408",0
"Dazu brauchen wir kluge Innovationen – nicht nur technologische, sondern auch soziale und kulturelle.","411",0
"Der Neue Gesellschaftsvertrag verbindet ökologische Fairness","501",0
"und eine Politik der Teilhabe und der sozialen Sicherheit, die allen ein selbstbestimmtes Leben ermöglicht und ihnen neue Chancen der Entfaltung gibt.","503",0
"Der Neue Gesellschaftsvertrag will mehr Demokratie und weniger Lobbyismus und er bezieht dabei alle ein, die Verantwortung tragen: Staat, Unternehmen und Gewerkschaften, Verbände und die Bürgergesellschaft.","202",0
"Er orientiert sich an den großen Herausforderungen unserer Gesellschaft und gibt den Menschen eine Orientierung.","305",0
"Wie zu Beginn des Industriezeitalters stehen wir auch jetzt vor der Aufgabe, auf große Veränderungen eine neue Antwort zu geben.","305",0
"Es braucht eine neue industrielle Revolution.","411",0
"Wir müssen aufbrechen ins solare Zeitalter.","501",0
"Das geht nur, wenn wir dabei europäisch und global denken, denn nur so lassen sich die vielen Krisen, mit denen wir gleichzeitig konfrontiert sind, erfolgreich bewältigen.","108",0
"Deshalb wollen wir eine starke und reformierte Europäische Union","108",0
"und halten fest am Ziel einer europäischen Verfassung für eine demokratische, solidarische und ökologische EU.","108",0
"Dafür bedarf es des Vertrags von Lissabon und weiterer Reformen.","108",0
"Grüne Antworten in der Krise – Neue Arbeit und nachhaltiges Wirtschaften",NA,NA
"Wir setzen auf eine Konjunkturpolitik, die sofort hilft, aber nicht einfach verpufft und am Ende die bestehenden Probleme nur weiter vergrößert.","402",0
"Deshalb wollen wir nicht in die Ideen und Strukturen von gestern investieren, sondern in die Infrastrukturen und Produkte für morgen.","411",0
"Wenn wir jetzt schon so viel Geld in die Hand nehmen, dann bitte richtig.","305",0
"Wir haben dieses Geld von unseren Kindern nur geborgt.","706",0
"Damit verbinden wir eine sinnvolle Konjunkturpolitik heute mit einer Politik für künftige und bessere Wettbewerbsfähigkeit von Industrie, Handwerk und Dienstleistungsbranche.","402",0
"Ein wichtiger erster Schritt zu einem grünen Neuen Gesellschaftsvertrag ist unser Green New Deal.","305",0
"Wie in den Jahren nach dem Börsencrash von 1929 brauchen wir heute eine große Anstrengung, um die Krise und ihre Folgen zu bekämpfen.","408",0
"In der Weltwirtschaftskrise der 1930er Jahre verband der amerikanische Präsident Franklin D. Roosevelt mit einem »New Deal« wirtschaftspolitische und wohlfahrtsstaatliche Reformen, um so die »Karten neu zu verteilen«.","408",0
"Heute brauchen wir einen Geen New Deal, um in der Krise ein neues ökonomisches, soziales und ökologisches Fundament zu legen.","408",0
"Deshalb setzen wir Schwerpunkte bei Klima, Gerechtigkeit und Bildung.","408",0
"Wir wollen das Geld in die Schulen, frühkindliche Bildung und Betreuung,","506",0
"in einen leistungsfähigen öffentlichen Nahverkehr,","411",0
"in energetische Gebäudesanierung, Energieeffizienz","501",0
"und in moderne Energienetze, in unsere Städte, Dörfer und Regionen stecken.","411",0
"Deshalb setzen wir uns ein für einen schnellen Ausbau der Erneuerbaren Energien, für ökologische Investitionen und energie- und ressourceneffiziente Produkte und Produktionsprozesse: von der Automobilindustrie über den Maschinenbau bis zur Chemieindustrie.","501",0
"Viel zu lange schon wurden dort die Zeichen der Zeit verschlafen.","501",0
"Das rächt sich jetzt.","501",0
"Da, wo Unternehmenspleiten drohen und der Ruf nach dem rettenden Staat laut wird, müssen wir nicht nur die sozialen Folgen abfedern, sondern wo immer möglich gleichzeitig mit dem ökologischen und ökonomischen Umbau beginnen.","412",0
"Nur das sichert die Jobs auch langfristig.","408",0
"Gerade in Zeiten der Krise wächst bei vielen Menschen das Bedürfnis nach Sicherheit.","503",0
"Umso wichtiger sind verlässliche soziale Sicherungssysteme und ein soziales Netz, durch das niemand ins Bodenlose fällt.","503",0
"Dafür streiten wir mit der BürgerPräambel versicherung, der Garantierente und unserer grünen Grundsicherung.","504",0
"Wir wollen allen Menschen ermöglichen, durch einen gesetzlichen Mindestlohn von ihrer Arbeit leben zu können","412",0
"und wir wollen das Arbeitslosengeld II sofort aufstocken.","504",0
"Das ist vor allem eine Frage der Gerechtigkeit, die nebenbei auch das Geschäft belebt.","503",0
"Die Konjunktur kurbelt man nicht durch Steuergeschenke an, die die Reichen auf die hohe Kante legen, sondern durch eine Steigerung der Massenkaufkraft.","409",0
"In Zeiten der Krise setzen wir auf Qualifizierung, denn jede zusätzliche Ausbildung, Fortbildung und Umschulung ist ein aktiver Beitrag, um die Arbeitslosigkeit zu reduzieren.","411",0
"Versuche von Belegschaften, ihre Betriebe in Selbstverwaltung zu übernehmen und neu auszurichten, wollen wir ebenso unterstützen","701",0
"wie solidarische Betriebsvereinbarungen, bei denen eine Arbeitszeitverkürzung Beschäftigung garantiert.","701",0
"Es ist zu befürchten, dass die Wirtschaftskrise zu einem dramatischen Anstieg der Arbeitslosigkeit führen wird.","408",0
"Wir werden dafür sorgen, dass die Opfer der Finanzkrise nicht nach einem Jahr in die Bedürftigkeit abgeschoben werden.","701",0
"In der Krise müssen jene, die mehr schultern können, auch mehr tragen – allemal dann, wenn sie in der Vergangenheit von fehlender Regulierung besonders profitiert haben.","503",0
"Das betrifft allemal jene Nutznießer der neoliberalen Ideologie, die dazu beigetragen haben, dass es überhaupt soweit kommen konnte und wir heute weltweit vor dem größten wirtschaftlichen Scherbenhaufen der Nachkriegszeit stehen.","503",0
"Mit unserem Green New Deal schaffen wir ein stabiles Fundament für wirtschaftlichen Aufschwung, von dem alle profitieren.","408",0
"Wir wollen nicht weniger als eine neue industrielle Revolution einleiten","411",0
"und eine Million neuer Arbeitsplätze in Deutschland schaffen.","408",0
"Solidarität muss neu wachsen.","503",0
"Das gilt für die nationale Ebene, es gilt aber auch europäisch und international.","503",0
"Dafür brauchen wir neue Regeln für das globale Wirtschaftssystem","107",0
"und eine starke EU, die sich für Frieden, für eine gerechte und nachhaltige Globalisierung und die Durchsetzung der Menschenrechte einsetzt.","108",0
"Wir müssen in der jetzigen Krise auch die Regeln des internationalen Finanzsystems und des internationalen Handels so verändern, dass die Globalisierung sozial und ökologisch wirkt.","107",0
"Uns geht’s ums Ganze",NA,NA
"Der grüne Neue Gesellschaftsvertrag, den wir fordern, ist mehr als Wirtschaftspolitik.","305",0
"Uns geht’s ums Ganze: Unsere Gesellschaft wird heute von vielen Menschen als blockiert empfunden.","503",0
"Diese Blockade fängt bei Kindern an, denen als die Schwachen der Gesellschaft viele Steine in den Weg gelegt werden.","706",0
"Die in den ersten, entscheidenden Jahren nicht die Aufmerksamkeit durch Förderung, Bildung und Erziehung bekommen, die ihnen zusteht.","506",0
"Sie setzt sich fort in Schulen, in denen nicht nur zu einem frühen Zeitpunkt nach sozialer Herkunft getrennt wird,","503",0
"sondern in denen zudem die mangelnde Qualität von Bildung und die fehlende individuelle Förderung spätere Berufschancen verbauen.","506",0
"Die Blockade setzt sich fort auf einem Arbeitsmarkt, der vielen Arbeitsuchenden nach wie vor vermittelt, sie würden nicht gebraucht","701",0
"und der Frauen immer noch drastisch benachteiligt","706",0
"und Menschen mit Migrationsgeschichte ausgrenzt.","705",0
"Und sie betrifft zunehmend auch Menschen im Alter, die in ihrem dritten Lebensabschnitt viel an Wissen und Erfahrung zu geben hätten – nur fragt zu selten jemand danach.","706",0
"Es ist an der Zeit, dass wir die Blockaden sprengen und unsere Gesellschaft durchlässig wird.","503",0
"Wir wollen den Menschen das Gefühl zurückgeben, ein wichtiger Teil dieser Gesellschaft zu sein.","503",0
"Und zwar nicht durch Kopf-Hoch-Parolen, sondern durch echte Teilhabe.","503",0
"Unsere Koordinaten: Klima – Gerechtigkeit – Freiheit",NA,NA
"Im grünen Neuen Gesellschaftsvertrag verbinden sich Klima, Gerechtigkeit und Freiheit.","305",0
"Die anderen Parteien spielen das gegeneinander aus.","305",0
"Wir sagen: Alle drei gehören zusammen!","305",0
"So wollen wir leben, so wollen wir wirtschaften.","305",0
"Und nur wenn sich diese Drei miteinander verbinden, sind Frieden und Entwicklung möglich in unserer globalisierten Welt.","106",0
"Eine aktive Klimapolitik schafft Gerechtigkeit und Freiheit.","501",0
"Investitionen ins Klima schaffen Arbeit – Erneuerbare Energien und aktive Wärmedämmung haben allein in Deutschland Hunderttausende Arbeitsplätze entstehen lassen.","501",0
"Fortschreitender Klimawandel jedoch erzeugt schwere ökonomische Krisen und vernichtet Arbeitsplätze.","501",0
"Klimaschutz ist längst auch eine ökonomische Frage – und wird immer mehr zu einer sozialen Frage.","501",0
"Schon heute gefährdet der Klimawandel die wirtschaftliche Existenz von vielen und führt dazu, dass mehr Menschen als jemals zuvor auf der Welt hungern.","501",0
"Die, die am wenigsten zum Klimawandel beigetragen haben, sind die, die am Ärgsten unter seinen Folgen leiden.","107",0
"Deshalb geht es um mehr Gerechtigkeit bei der internationalen Lastenverteilung bei Klimaschutzmaßnahmen,","107",0
"aber auch um Maßnahmen, sich an ein verändertes Klima anzupassen.","107",0
"Eine konsequente Klimapolitik wird immer wichtiger, denn mit der Zerstörung des Klimas berauben wir uns der Möglichkeit, auch morgen ein Leben in Freiheit und Selbstbestimmung zu führen.","501",0
"Deshalb streiten wir für ökologische Fairness und ein selbstbestimmtes Leben in Verantwortung.","501",0
"Gerechtigkeit schafft Freiheit für alle.","503",0
"Ohne eine Politik der Teilhabe an Bildung, Arbeit, Gesundheit und Einkommen bleibt Freiheit für viele ein leeres Versprechen.","503",0
"Deshalb wollen wir eine durchlässige Gesellschaft, in der die sozialen Blockaden aufgesprengt sind und niemand ausgeschlossen wird.","503",0
"Deshalb streiten wir für öffentliche Institutionen, die diese Teilhabe ermöglichen – für bessere Kindertagesstätten, für bessere Schulen, für bessere Arbeit, für ein besseres Gesundheitssystem und bessere Löhne für Geringverdienende sowie gleichen Lohn für gleichwertige Arbeit.","503",0
"Deshalb verbinden wir Verteilungsgerechtigkeit mit Teilhabegerechtigkeit, Generationengerechtigkeit, Geschlechtergerechtigkeit und globaler Gerechtigkeit.","503",0
"Und deshalb verbinden wir ökologische Politik mit der Gerechtigkeitsfrage.","503",0
"Gerechtigkeit braucht Freiheit.","201",0
"Wir treten dafür ein, dass alle Menschen ihr Leben in Freiheit und Selbstbestimmung führen können.","201",0
"Freiheit heißt nicht die Freiheit der Wenigen und Starken,","503",0
"heißt nicht auf einem entfesselten Markt möglichst hohen Profit an sich zu reißen.","403",0
"Freiheit heißt Emanzipation, heißt gleiche Rechte – und Freiheit gilt für alle.","503",0
"Das Erbe der Bürgerrechtsbewegung in der ehemaligen DDR und den osteuropäischen Staaten ist heute – 20 Jahre nach Mauerfall und friedlicher Revolution – aktueller denn je:","201",0
"Im Mittelpunkt grüner Politik, so heißt es im ersten Satz unseres Grundsatzprogramms, steht der Mensch mit seiner Würde und seiner Freiheit.","201",0
"Hier und überall in der Welt.","201",0
"Heute und Morgen.","201",0
"Ein Leben in Selbstbestimmung ist nur möglich, wenn wir die natürlichen Lebensgrundlagen erhalten.","501",0
"Wir wollen keine konforme, angepasste Gesellschaft, sondern gleiche Verwirklichungsmöglichkeiten für alle.","503",0
"Vielfalt ist Reichtum.","607",0
"Wir stehen auf gegen jede Form von Rassismus und Rechtsextremismus.","602",0
"Im 60. Jahr des Grundgesetzes wehren wir uns gegen immer weitere Einschränkungen der Bürgerrechte, die alle zum Sicherheitsrisiko machen,","201",0
"und gegen Versuche, unteilbare Menschenrechte nach der Herkunft zu teilen.","705",0
"Wir leben in der Einen Welt.","107",0
"Es gibt kein Außen.","107",0
"Deshalb muss für Klima, Gerechtigkeit und Freiheit europäisch und global gehandelt werden.","107",0
"Zeit zu handeln",NA,NA
"Die große Koalition hat viele Menschen enttäuscht.","305",0
"Große Krisen – große Koalition?","305",0
"Welch ein Irrtum.","305",0
"Was haben die vergangenen vier Jahre gebracht?","305",0
"Stillstand und gegenseitige Lähmung inmitten eines Epochenbruchs.","305",0
"Und wenn die große Koalition dann doch mal etwas auf den Weg gebracht hat, ging es oft in die falsche Richtung oder blieb ein fauler Kompromiss, weil jeder Koalitionspartner etwas reinmischen konnte – ob es passte oder nicht.","305",0
"Die Wirkung war gering, die Zeche dafür teuer.","305",0
"So wurde wertvolle Zeit vertan, und neue Sicherheit wurde nicht geschaffen.","305",0
"Es ist Zeit für einen Wechsel und dafür, dass BÜNDNIS 90/DIE GRÜNEN wieder Regierungsverantwortung übernehmen.","305",0
"Sieben Jahre lang haben wir unser Land zusammen mit der SPD regiert.","305",0
"Die Erfolge tragen die grüne Handschrift: Atomausstieg und Erneuerbare Energien, Ökologische Steuerreform, Verbraucherschutz und neue Landwirtschaftspolitik, Aufbruch beim Staatsbürgerschaftsrecht, Ausbau der Kinderbetreuung, Eingetragene Lebenspartnerschaft, das Gewaltschutzgesetz und eine profilierte Europa- und Außenpolitik.","305",0
"Und grüne Erfolge können sich auch heute noch sehen lassen.","305",0
"Selbst Union und SPD schafften die Ökosteuer nicht ab, sondern stockten damit unser Marktanreizprogramm für Erneuerbare Energien auf.","305",0
"Und die Union, die das Erneuerbare-Energien-Gesetz 2005 abschaffen wollte, geht jetzt damit hausieren.","305",0
"Zu einer kritischen Bilanz gehört aber auch zu sagen, dass wir uns in der Regierungszeit nicht immer durchsetzen konnten und auch Fehler gemacht worden sind.","305",0
"Daraus haben wir gelernt.","305",0
"In der Vergangenheit haben wir immer wieder gezeigt, wie man aus der Opposition heraus Politik gestaltet und gesellschaftliche Bündnisse in politische Macht umsetzt.","305",0
"Die härtere Opposition ist nicht die lautere.","305",0
"Es ist die mit den besseren Konzepten.","305",0
"Von der Senkung der Sozialversicherungsbeiträge für Geringverdiener über ein Erneuerbares Wärmegesetz bis zur Finanzplatzbesteuerung schreiben andere Parteien heute für ihre Wahlprogramme bei uns ab.","305",0
"Dort aber, wo sie es in Politik umzusetzen versuchen, geschieht dies halbherzig und zögerlich.","305",0
"Die grüne Fassade der anderen Parteien blättert schnell ab, wenn man daran kratzt.","305",0
"Dann wird klar: Die SPD will neue Kohlekraftwerke als Klimaschutz verkaufen und die CDU Atomkraft als »Ökoenergie«.","305",0
"Es zeigt sich: Nur wo Grün draufsteht, ist auch Grün drin.","305",0
"Nur wo Grün regiert, wird Grün Wirklichkeit.","305",0
"Wer Grün wählt, wählt Klimaschutz.","501",0
"Ökologische Politik ist wirtschaftliche Innovation für mehr Arbeitsplätze.","408",0
"Wir wollen eine Million Jobs schaffen","408",0
"und die Infrastrukturen und Schlüsselindustrien Autobau, Chemie und Maschinenbau neu ausrichten auf zukunftsfeste Produkte und Arbeitsplätze.","411",0
"Wir wollen die Energiewende hin zu Erneuerbaren Energien, Effizienz und Energiesparen.","501",0
"Dafür brauchen wir den Atomausstieg","501",0
"– und ein Moratorium gegen den Bau neuer Kohlekraftwerke.","501",0
"Der Atomausstieg ist nur gesichert, wenn die Grünen in der nächsten Regierung vertreten sind.","501",0
"Wir setzen den Atomausstieg ohne Wenn und Aber fort.","501",0
"Nach dem Atomausstiegsgesetz werden in der kommenden Legislaturperiode bis zu sieben Atomkraftwerke abgeschaltet.","501",0
"Alte, besonders riskante Meiler wollen wir vorzeitig vom Netz nehmen.","501",0
"Wir schützen die biologische Vielfalt und lehnen Gentechnik im Essen und auf dem Acker ab.","501",0
"Wer grün wählt, wählt Gerechtigkeit.","503",0
"In einer gerechten Gesellschaft hat Kinderarmut keinen Platz","503",0
"und alle erhalten die Chance, ihr Leben auf einer gesicherten finanziellen Basis selbst zu gestalten, unabhängig von Herkunft und Geldbeutel der Eltern.","503",0
"Der Zugang zu Bildung vom Kindergarten bis zur Uni ist dafür eine wichtige Voraussetzung.","506",0
"Wir brauchen eine durchlässige Gesellschaft, die durch umfassende Teilhabe Integration schafft.","503",0
"Wir brauchen eine Steuerreform, die starke Schultern stärker belastet und Erbschaften und große Vermögen zur Finanzierung des Gemeinwohls stärker heranzieht.","503",0
"Das Arbeitslosengeld II wollen wir auf 420 Euro anheben","504",0
"und einen Mindestlohn einführen.","412",0
"Statt einer Zwei-Klassen-Medizin wollen wir die Bürgerversicherung.","504",0
"Wir brauchen neue Regeln für die Finanzmärkte – global, europäisch und in Deutschland.","403",0
"Wer Grün wählt, wählt Freiheit.","201",0
"Freiheit, die wir meinen, steht für Selbstbestimmung,","201",0
"für Bürgerrechte,","201",0
"für Integration","607",0
"und die Befähigung aller zur Teilhabe","503",0
"und für gleiche Chancen der Geschlechter.","503",0
"Ohne individuelle und institutionelle Freiheit kann sich eine Gesellschaft nicht entwickeln und liegt innovatives Potenzial brach.","201",0
"Wir brauchen die ungestörte Privatsphäre, wir brauchen Pressefreiheit, Wissenschaftsfreiheit und Wirtschaftsfreiheit:","201",0
"Nur so können sich neue Ideen entwickeln, Innovationen verbreiten","201",0
"und kann jede und jeder sich demokratisch an politischen Entscheidungen beteiligen.","202",0
"Der Marsch in die Überwachungsgesellschaft muss ebenso gestoppt werden","201",0
"wie eine Welt mit unkontrolliertem Datenhandel.","403",0
"Wir sind die Partei der Freiheit des Internets.","201",0
"Wir wollen eine Beendigung der Speicherung von Daten auf Vorrat und Verdacht.","201",0
"Freiheit für Verbraucherinnen und Verbraucher ist das Recht zu wissen, was in den Produkten drin ist und wie sie hergestellt werden.","403",0
"Freiheit ist die Freiheit unterschiedlicher Lebensformen, sexueller Identitäten und des Glaubens.","503",0
"Grün steht für eine gestaltete Zuwanderung","607",0
"und ein humanitäres Flüchtlingsrecht.","201",0
"Klima, Gerechtigkeit, Freiheit – nur wo sich alles drei miteinander verbindet, wird auch die Grundlage gelegt für Frieden.","106",0
"Für Grüne gehören eine glaubwürdige Friedens-","106",0
"und Menschenrechtspolitik zusammen.","201",0
"In unserer Regierungszeit haben wir eine Beteiligung an militärischen Abenteuern wie dem Irak-Krieg abgelehnt und die zivile Konfliktprävention gestärkt.","106",0
"Für Auslandseinsätze gelten für uns enge Grenzen, völkerrechtliche Legitimation und der Vorrang der zivilen Krisenbewältigung.","106",0
"Wir stehen für die Stärkung der UN","107",0
"und die weltweite Abrüstung, insbesondere von Atomwaffen.","105",0
"Wir wollen einen Strategiewechsel in Afghanistan hin zum zivilen Aufbau und weg von der militärischen Eskalation.","106",0
"Wir wollen die Bundeswehr gemäß ihrer Aufgaben deutlich reduzieren","105",0
"und die Wehrpflicht abschaffen.","105",0
"Wer Grün wählt, verhindert die neoliberale Wende zu Schwarz-Gelb.","305",0
"CDU/CSU und FDP wollen die Rolle rückwärts.","305",0
"Alte Atomanlagen sollen weiter laufen dürfen.","501",0
"Neue Kohlekraftwerke sollen die veraltete Energiestruktur für Jahrzehnte in Beton gießen.","501",0
"Den Billiglohnsektor wollen sie ausbauen und die soziale Sicherheit soll weiter abgebaut werden.","503",0
"Die Trennung zwischen äußerer und innerer Sicherheit möchten sie aufheben und den Ausnahmezustand zur Normalität werden lassen.","602",0
"Wer Grün wählt, stimmt für die Beendigung der großen Koalition.","305",0
"Auf die SPD ist in der großen Koalition kein Verlass.","305",0
"Die SPD blinkt rot-grün, doch notfalls sucht sie sofort als Juniorpartner in einer großen Koalition bei Frau Merkel Unterschlupf.","305",0
"Vier Jahre der Formelkompromisse und des Stillstands sind genug.","305",0
"Die Partei »Die Linke« geht mit billigem Populismus auf Stimmenfang und gefällt sich als Fundamentalopposition, die eine Verantwortungsübernahme auf Bundesebene von vornherein ausschließt, während sie in den Landesregierungen mausgraue Anpassungspolitik praktiziert.","305",0
"Wer Grün wählt, stimmt für den grünen Neuen Gesellschaftsvertrag.","305",0
"Wer Grün wählt, stimmt für den Wechsel zu Klima, Gerechtigkeit, Freiheit und legt das Fundament für neue Arbeit, echte Teilhabe und nachhaltiges Wirtschaften.","305",0
"1. Anders Wirtschaften – Ein Green New Deal für neue Arbeit und Innovation",NA,NA
"Der menschengemachte Klimawandel zeugt davon, wie unvernünftig wir wirtschaften.","501",0
"Die globale Finanz- und Wirtschaftskrise hat uns endgültig vor Augen geführt, dass die Art und Weise, wie unsere Wirtschaft verfasst ist, zu katastrophalen Ergebnissen führt.","408",0
"Die Krise erfasst immer mehr Bereiche.","408",0
"Immer mehr Menschen spüren ihre Folgen ganz unmittelbar:","701",0
"Viele haben bereits ihren Arbeitsplatz verloren oder Angst, ihn zu verlieren.","701",0
"Andere haben einen Teil ihrer Alterssicherung eingebüßt, die meisten nicht etwa deshalb, weil sie überzogene Rendite realisieren wollten, sondern weil sie schlecht beraten wurden oder sich im Finanzdschungel nicht zurechtfinden konnten.","403",0
"Die globale Krise treibt Unternehmen in die Pleite und erfordert staatliche Eingriffe, die bislang unvorstellbar schienen.","412",0
"Wo gerade noch 24-Stunden-Schichten gefahren wurden, herrscht nun Kurzarbeit.","701",0
