"content","cmp_code","eu_code"
"Ihrer Wut geben wir eine Stimme, und wir vermitteln ihnen die Zuversicht, dass es auch anders geht.","305",0
"Gemeinsam mit den Gewerkschaften, Sozialverbänden und sozialen Bewegungen ist DIE LINKE die einzige Partei, die sich für den sozialen Schutz der Mehrheit der Gesellschaft einsetzt.","701",0
"Wir haben die soziale Frage wieder auf die parlamentarische Tagesordnung gesetzt.","503",0
"Es gilt die Gleichung: Je stärker DIE LINKE, desto sozialer unser Land.","305",0
"Die gegenwärtige Krise ist mehr als eine Konjunkturkrise.","408",0
"Vieles kommt zusammen, was sich in den vergangenen Jahrzehnten hinter grenzenloser Profitsucht angestaut hatte:","408",0
"Kernschmelze auf den Finanzmärkten, eine tiefe globale Rezession, fortschreitende Umweltzerstörung, Klimawandel und Energiekrise sowie wachsende soziale Polarisierung.","408",0
"Die Krise wird nicht in wenigen Monaten vorbei sein.","408",0
"Die entscheidende Frage ist längst nicht mehr, ob die öffentliche Hand sich wirtschaftlich engagiert, sondern in wessen Interesse, mit welchen Zielen und auf wessen Kosten dies geschieht.","412",0
"Die Ungerechtigkeit im Land hat zugenommen.","503",0
"Seit zwei Jahrzehnten kannten die herrschende Politik und die Wirtschaft nur eine Richtung:","305",0
"Die Löhne der abhängig Beschäftigten sollten sinken – und sie sanken.","701",0
"Die Steuern der Wohlhabenden und großen Unternehmen sollten sinken – und sie sanken.","503",0
"Deren Gewinne aber sollten steigen – und sie stiegen.","503",0
"Die oberen 20 Prozent wurden reicher, die unteren 50 Prozent ärmer.","503",0
"Die öffentlichen Einrichtungen sind in einem jämmerlichen Zustand.","503",0
"Jedes siebte Kind lebt in Armut, in Ostdeutschland ist es jedes vierte.","503",0
"Zwei von fünf alleinerziehenden Frauen leben in Armut.","503",0
"Unser Bildungswesen ist in einem schlechten Zustand und zutiefst ungerecht.","506",0
"Die Reichen sind damit beschäftigt, aus viel Geld noch viel mehr Geld zu machen.","503",0
"Im Jahr 2006 beliefen sich die privaten Finanzvermögen in Deutschland auf eine Summe von 4,5 Billionen Euro; den unteren 50 Prozent der Bevölkerung gehört davon fast nichts, den oberen 20 Prozent fast alles.","503",0
"Diese privaten Reichtümer wurden zum Treibstoff für den raketenhaften Aufstieg der Investmentfonds, der Hedgefonds, für die Weltmacht Finanzwirtschaft.","415",0
"Weil diese Fonds Hunderte von Milliarden Euro einsammelten, gewannen sie Macht über die Politik.","305",0
"Ihre Anlage- und Investitionswünsche wurden sogar für starke Staaten zum Befehl.","305",0
"Diese Art des Wirtschaftens hat der produzierenden Wirtschaft sehr geschadet, es ging ihr an die Substanz.","408",0
"Solide Unternehmen wurden förmlich ausgeplündert, es wurde zu wenig geforscht, zu wenig über neue Märkte und neue Produkte nachgedacht.","411",0
"Die aktuelle Krise ist die Krise einer Wirtschaftsordnung, die allein für den Profit produziert.","408",0
"Gerade in den letzten zehn Jahren haben sich die Regierungen in den Dienst des Kapitals gestellt.","305",0
"Mit der Agenda 2010 wurde das Lohndumping auf die Spitze getrieben.","701",0
"Zum ersten Mal seit 1945 wurden Löhne in einem Konjunkturaufschwung gesenkt!","701",0
"Dies ist nicht nur sozial hochgradig ungerecht,","503",0
"darüber hinaus begann durch die Schwächung der Binnennachfrage die Wirtschaftskrise bereits im Frühjahr 2008.","408",0
"Das Lohndumping, die damit verbundene Umverteilung, ja, die Enteignung der Menschen in Deutschland und weltweit sind schließlich dafür verantwortlich, dass die Finanzmärkte aufgepumpt wurden.","503",0
"Mit unserem Geld haben die Zocker im Casino ihr Unwesen getrieben.","403",0
"Ein Finanzsystem, das auf der Jagd nach Maximalrenditen Billionen in spekulative Schneeballsysteme versenkt, statt reale Investitionen zu finanzieren, erklärt sich selbst historisch für bankrott.","408",0
"Der Kapitalismus ist nicht nur sozial ungerecht","503",0
"und ein Motor der Klimakatastrophe.","501",0
"Er ist heute auch wirtschaftsfeindlich.","408",0
"Wirtschaftsunternehmen, die selbst im Aufschwung Löhne drücken, Stellen vernichten sowie Investitionen und Forschungsausgaben reduzieren, um ihren Anteilseignern möglichst hohe Summen auszuschütten, verringern Wachstum und verteilbaren Reichtum.","408",0
"Der Kapitalismus zerstört die Mittelschichten","704",0
"und bewirkt eine extreme Einkommenskonzentration.","503",0
"Er führt dadurch zu einer systematischen Fehlsteuerung der Wirtschaft, zum Aufbau riesiger Überkapazitäten und zu einer gravierenden Unterversorgung.","408",0
"Außerdem entstehen bedrohliche globale Ungleichgewichte.","107",0
"Ergebnis ist eine massive Zerstörung von Produktion und Produktivität, von Arbeitsplätzen und Wohlstand, von Innovation und Kreativität.","408",0
"Die tiefe soziale Spaltung in Deutschland ist kein Schicksal, sondern Ergebnis von Politik: der Grünen, der Liberalen, der Sozialdemokraten, der Konservativen.","305",0
"Sie haben die Gesetze beschlossen, die das alles möglich machten.","305",0
"Sie sagten, wir tun dies, weil wir euch damit helfen:","305",0
"Ist die Arbeit der Menschen erst einmal billig, sind die Steuern für Unternehmen und Wohlhabende erst einmal niedrig, dann gibt es genug Wachstum und Arbeitsplätze für alle.","305",0
"Das große Versprechen entpuppte sich als großer Betrug.","305",0
"Wir stehen vor einer klaren Alternative:","305",0
"Entweder setzt sich weiter ein renditeorientiertes Gesellschaftsmodell durch, also Politik und Staat räumen den Scherbenhaufen auf, den die Marktradikalen hinterlassen haben, und die Mehrheit der Bevölkerung bezahlt dafür.","403",0
"Oder wir erkämpfen den Einstieg in eine andere Gesellschaft, in der die Bedürfnisse der Menschen im Mittelpunkt stehen.","503",0
"Es ist Zeit für echte Alternativen.","305",0
"Wer die aktuelle Krise bekämpfen will, muss mit Sofortmaßnahmen beginnen, die • mit einem Zukunftsfonds Arbeitsplätze sichern","408",0
"und mit einem öffentlichen Investitionsprogramm neue Arbeitsplätze schaffen,","409",0
"die sozialen Sicherungssysteme wieder befestigen","503",0
"und das öffentliche Eigentum stärken,","413",0
"• eine Millionärssteuer einführen,","503",0
"die Banken vergesellschaften","413",0
"und staatliche Hilfen nur im Tausch gegen entsprechende Eigentumsanteile und Entscheidungsrechte der öffentlichen Hand und Belegschaften vergeben.","412",0
"DIE LINKE steht für einen Neuanfang.","305",0
"Die Interessen der Beschäftigten und der großen Mehrheit der Gesellschaft sind in einer anderen Wirtschaftsordnung grundsätzlich besser aufgehoben einer Wirtschaftsordnung, die den Kapitalismus schrittweise überwindet,","415",0
"die in Kernbereichen der Wirtschaft auf öffentlichem und Belegschaftseigentum aufbaut","413",0
"und die Marktsteuerung von Produktion und Verteilung in die soziale und politische Verantwortung demokratischer Institutionen einbindet.","412",0
"Das wird nur gelingen, wenn viele Millionen Bürgerinnen und Bürger sich dafür in Betrieben und Verwaltungen, bei Demonstrationen, Massenprotesten und Streiks engagieren.","202",0
"DIE LINKE will ein Bündnis für sozialen Fortschritt in Deutschland.","305",0
"Wir haben aus der Geschichte der Arbeiterbewegung gelernt:","701",0
"Die soziale und die demokratische Frage haben beide einen eigenen Wert.","503",0
"Diese Werte dürfen nie mehr gegeneinander ausgespielt werden.","202",0
"Das bildet die Grundlage für einen demokratischen Sozialismus.","305",0
"DIE LINKE legt mit dem Bundestagswahlprogramm 2009 ihre Vorschläge vor, was in den kommenden Jahren verändert werden muss.","305",0
"Wir sind überzeugt, dass mit unseren Vorschlägen eine bessere Ordnung der Verhältnisse möglich ist:","305",0
"eine, in der Eigentum tatsächlich dem Wohle der Allgemeinheit dient.","503",0
"2. Die sozialen Interessen der Menschen in den Mittelpunkt stellen",NA,NA
"„Das kapitalistische Wirtschaftssystem ist den staatlichen und sozialen Lebensinteressen des deutschen Volkes nicht gerecht geworden.“ CDU, Ahlener Programm 1947","415",0
"Der Finanz-Kapitalismus ist gescheitert.","415",0
"Ebenso gescheitert ist die Politik, die ihm zugrunde liegt.","305",0
"Nach dem Zusammenbruch dieses Systems der Bereicherung stellen Union und SPD Hunderte Milliarden Euro aus Steuermitteln an marode Banken ohne Gegenleistung zur Verfügung.","305",0
"Ob nach der Rettung der Banken noch ausreichend Mittel bereitstehen, Arbeitsplätze und Einkommen zu schützen, ist ungewiss.","305",0
"Im Herbst und Winter werden die Auswirkungen der Krise auf den Arbeitsmarkt in voller Konsequenz durchschlagen.","408",0
"Erst dann wird sich zeigen, unter welch massiven finanziellen Druck die Sozialsysteme geraten werden.","503",0
"Allgemeine Garantien für die Renten, die Arbeitslosenversicherung, die Kranken- und Pflegeversicherung werden nicht ausreichen.","504",0
"Wer diese Garantien einlösen will, kommt an grundlegenden Veränderungen des Finanz- und Wirtschaftssystems und des Steuersystems nicht vorbei.","408",0
"Wer Arbeitsplätze, Einkommen und Sozialstaat mit möglichst geringen Lasten durch die Krise bringen will, der muss bereit und in der Lage sein, die Umverteilung von unten nach oben und von öffentlichen in private Hände umzukehren","503",0
"– damit die Krisenlasten nicht auf Jahrzehnte die öffentlichen Haushalte belasten,","414",0
"damit neue Arbeitsplätze entstehen können,","408",0
"damit der soziale Zusammenhalt der Gesellschaft wieder hergestellt wird","606",0
"und damit die notwendigen Weichenstellungen in der Wirtschaftsstruktur erfolgen.","408",0
"Wir wollen deshalb die Steuern auf hohe Einkommen, hohe Erbschaften und Konzern-Gewinne erhöhen.","503",0
"Eine Börsenumsatzsteuer muss eingeführt werden.","403",0
"Die Vermögenssteuer muss als Millionärssteuer wiedererhoben werden.","503",0
"Damit der Staat von den Krisenlasten nicht erdrückt wird, handlungsfähig bleibt und ehrgeizige Investitionsprogramme finanziert werden können, wollen wir auf alle Privatvermögen von mehr als einer Million Euro eine jährliche Millionärssteuer von fünf Prozent erheben.","503",0
"Von 2009 an wollen wir ein jährliches öffentliches Investitionsprogramm in Höhe von 100 Milliarden Euro, die für Bildung, Klimaschutz, Verkehr, Gesundheit und eine Energiewende verwendet werden.","409",0
"Davon müssen im Rahmen eines nationalen Bildungspaktes jährlich rund 18 Milliarden Euro mehr von Bund und Ländern in Bildung investiert werden.","506",0
"Ein Zukunftsfonds, der mit 100 Milliarden Euro ausgestattet ist, steht den Unternehmen zur Verfügung, die sich in Produkten und Verfahren sozial und ökologisch weiterentwickeln wollen.","411",0
"Zusammen sollen so zwei Millionen zusätzliche, nach Tarif bezahlte Arbeitsplätze geschaffen werden, davon eine Million nach skandinavischem Vorbild bei öffentlichen Dienstleistungen – vor allem in den Bereichen Kinderbetreuung, Bildung, Gesundheit, Sozialwesen, Sport und Kultur.","408",0
"Die Privatisierung von öffentlichem Eigentum wollen wir stoppen und in wichtigen Fällen rückgängig machen.","413",0
"Energiekonzerne und Krankenhäuser gehören in öffentliche Hand.","413",0
"Es ist das Gebot der Stunde, die Banken zu vergesellschaften, damit sie sich wieder berechenbar auf ihre Hauptaufgaben konzentrieren:","413",0
"die Wirtschaft und die Bürgerinnen und Bürger mit Krediten zu versorgen und unterschiedliche Formen von risikoloser Ersparnisbildung anzubieten.","403",0
"DIE LINKE unterstützt den Kampf der Gewerkschaften und Sozialverbände im „Bündnis soziales Deutschland“ für eine sofortige Anhebung der Regelsätze für Hartz IV-Empfängerinnen und -Empfänger.","504",0
"Wir fordern für die nächste Wahlperiode die Anhebung auf 500 Euro.","504",0
"Es muss nach französischem Vorbild ein existenzsichernder, flächendeckender, gesetzlicher Mindestlohn eingeführt werden, der in der nächsten Wahlperiode auf zehn Euro erhöht wird.","412",0
"Nur wenn die Binnenkonjunktur mit höheren Löhnen, höheren Sozialleistungen und öffentlichen Investitionen belebt wird, kann die Volkswirtschaft ihre inzwischen gefährlich einseitige Abhängigkeit vom Export mildern.","409",0
"Die Krisen bewältigen – die Weichen neu stellen.","408",0
"Das ist das Gebot der kommenden Jahre:","408",0
"auf dem Arbeitsmarkt,","408",0
"in der Wirtschaftsstruktur,","408",0
"in der Technologie,","411",0
"in den Sozialsystemen.","504",0
"2.1. Gute Arbeit!",NA,NA
"„Der ist ein Narr, der die Kultur von der Arbeit zu trennen gedenkt.“ Antoine de Saint-Exupéry","701",0
"Den Arbeitsmarkt werden in den kommenden Monaten wachsende Arbeitslosigkeit und die Angst um den eigenen Arbeitsplatz beherrschen.","701",0
"Die Politik muss gegensteuern und die Arbeitsmarktpolitik anpassen.","408",0
"Es muss aber auch verhindert werden, dass die auf den Arbeitsmarkt durchschlagende Krise zu einer neuen Runde der Erpressung der Belegschaften führt","701",0
"und sich schlechte Arbeit weiter ausbreitet.","701",0
"Was gebraucht wird, ist ein Boom für gute Arbeit.","408",0
"Jede Frau und jeder Mann hat ein Recht auf gute Arbeit, auf eine Erwerbstätigkeit, die anständig bezahlt wird, die ein existenzsicherndes Einkommen und Teilhabe am gesellschaftlichen Reichtum ermöglicht.","701",0
"Eine Arbeit, die nicht krank macht.","701",0
"Das Gegenteil ist der Fall, und immer weniger Beschäftigte werden durch einen Betriebs- oder Personalrat vertreten und durch Tarifverträge geschützt.","701",0
"Seit der Regierung von SPD und Grünen haben Leiharbeit, befristete Beschäftigungen und Minijobs dramatisch zugenommen.","305",0
"Immer mehr Menschen arbeiten zu Hungerlöhnen:","701",0
"Fünf bis sechs Millionen erhalten Stundenlöhne unter 7,50 Euro; selbst Löhne unter fünf Euro sind keine Seltenheit.","701",0
"Die Zahl der Langzeiterwerbslosen ist unvermindert hoch.","701",0
"Frauen erhalten rund ein Viertel weniger Lohn als Männer.","706",0
"Im Osten Deutschlands sind die Löhne besonders niedrig, und die Erwerbslosigkeit ist doppelt so hoch wie im Westen.","503",0
"Besonders häufig sind Migrantinnen und Migranten gezwungen, zu skandalösen Löhnen zu arbeiten.","705",0
"Nach jahrelanger Senkung der Reallöhne brauchen wir wieder deutlich steigende Masseneinkommen.","701",0
"Auch der Staat selbst ist gefordert.","409",0
"Bund, Länder und Kommunen müssen ihre Investitionen im Sinne sozialer und ökologischer Nachhaltigkeit deutlich steigern.","409",0
"In den vergangenen Jahren wurden hunderttausende Vollzeitarbeitsplätze im öffentlichen Dienst abgebaut.","701",0
"Dieser Trend muss gestoppt und umgekehrt werden.","701",0
"Aufbauend auf den skandinavischen Erfahrungen, ist eine Ausweitung sozialer Dienstleistungen erforderlich – vor allem in den Bereichen Kinderbetreuung,","503",0
"Bildung,","506",0
"Gesundheit,","504",0
"Sozialwesen,","503",0
"Sport","502",0
"und Kultur.","502",0
"Dieser Bedarf soll mit öffentlich geförderter Beschäftigung für Erwerbslose verzahnt werden.","701",0
"Ein-Euro-Jobs sind in tariflich bezahlte Stellen umzuwandeln.","701",0
"DIE LINKE fordert: • Einfallstore für Niedriglöhne schließen:","701",0
"gleicher Lohn für gleiche Arbeit für Frauen und Männer, für Beschäftigte in Ost und West;","503",0
"keine sachgrundlose Befristung von Arbeitsverträgen;","701",0
"Sozialversicherungspflicht für jede geleistete Arbeitsstunde;","701",0
"Schutz der beruflichen Qualifikation bei Arbeitslosigkeit;","701",0
"• Leiharbeit strikt begrenzen und durch gleiche Arbeitsbedingungen und gleichen Lohn zuzüglich einer Flexibilitätsvergütung zurückdrängen;","701",0
"maximale Ausleihdauer auf sechs Monate bei Mitbestimmung der Betriebsräte begrenzen;","701",0
"befristete Beschäftigung bei Leiharbeitsfirmen","701",0
"und den Einsatz als Streikbrecherin und Streikbrecher verbieten;","701",0
"• durch klare gesetzliche Definitionen sowie wirksame Kontrollen und Sanktionen sicherstellen, dass Unternehmen keine Beschäftigten in Scheinselbstständigkeit drängen beziehungsweise Arbeitsplätze in scheinselbstständige Erwerbstätigkeiten umwandeln;","701",0
"• Erpressung der Beschäftigten beenden:","701",0
"Kündigungsschutz ausweiten","701",0
"und Hartz IV abschaffen;","504",0
"ein wirksames Anti-Mobbing-Gesetz schaffen;","701",0
"das Ausspionieren von Beschäftigten beenden;","701",0
"ein wirksames Arbeitnehmerdatenschutzgesetz schaffen;","701",0
"• Vergabe öffentlicher Aufträge von der Einhaltung sozialer und ökologischer Kriterien abhängig machen:","408",0
"Zahlung von Tariflöhnen beziehungsweise eines gesetzlichen Mindestlohns;","701",0
"Gleichstellung von Frauen und Männern;","503",0
"Förderung und gleichberechtigter Zugang von Menschen mit Behinderung","705",0
"und von Menschen mit Migrationshintergrund;","705",0
"Einhaltung der ILO-Kernarbeitsnormen;","701",0
"• flächendeckenden gesetzlichen Mindestlohn nach französischem Vorbild einführen, der in der nächsten Wahlperiode auf zehn Euro erhöht wird und Jahr für Jahr zumindest in dem Maße wächst, wie die Lebenshaltungskosten steigen;","412",0
"höhere tarifliche Mindestlöhne in den betreffenden Branchen für allgemeinverbindlich erklären;","412",0
"Allgemeinverbindlichkeitserklärung auch ohne Zustimmung der Arbeitgeberverbände erleichtern;","701",0
"• gesetzliche Höchstarbeitszeit senken auf regelmäßig 40 Stunden pro Woche;","701",0
"die 35-Stunden-Woche und weitere tarifliche Arbeitszeitverkürzungen mit vollem Lohnausgleich mit den Gewerkschaften durchsetzen;","701",0
"mit rechtlich erzwingbaren Personal- und Stellenplänen den Betriebs- und Personalräten ermöglichen, bei der Verkürzung der Wochenarbeitszeit deutlich mehr Beschäftigung und weniger Leistungsdruck durchzusetzen;","701",0
"ein erzwingbares Initiativrecht für Betriebsräte schaffen, um Einstellungen zu erreichen;","701",0
"• gute Ausbildung sichern:","411",0
"Ausbildungsumlage im dualen System einführen;","411",0
"Ausbildungsentgelte grundsätzlich tariflich vereinbaren;","701",0
"außer- und überbetriebliche Ausbildungen mit betrieblichen gleichstellen;","701",0
"Jugendarbeitsschutz ausbauen und Jugendvertretung stärken;","701",0
"• klare gesetzliche Abgrenzung von Arbeits- und Lernverhältnissen:","701",0
"Berufseinstieg über reguläre Arbeitsverträge sichern;","701",0
"Praktika mit mindestens 300 Euro im Monat vergüten;","701",0
"• Arbeit menschlich und familienfreundlich gestalten:","701",0
"Rechte von abhängig Beschäftigten mit Kindern stärken (Kündigungsschutz, Arbeitszeiten, Überstunden);","701",0
"Arbeitszeit für Vollzeitbeschäftigte verkürzen;","701",0
"Arbeitszeitmodelle fördern, mit denen die Vereinbarkeit von Erwerbsarbeit, Familienarbeit und individueller Lebensgestaltung verbessert wird (mehr Zeitsouveränität für die Beschäftigten statt angeordneter Flexibilität, Arbeitszeitkonten, Sabbatjahr, Heimarbeit als Option);","701",0
"• für ältere Beschäftigte durch Weiterbildung, gesundheitliche Prävention und altersgerechte Arbeitsbedingungen bessere Möglichkeiten schaffen, bis zum Eintritt in die Rente versicherungspflichtig tätig zu sein;","701",0
"• Lohndiskriminierung von Frauen bekämpfen:","706",0
"gleicher Lohn für gleiche und gleichwertige Arbeit;","503",0
"bessere Bezahlung für Berufe, in denen vorwiegend Frauen beschäftigt sind;","706",0
"bessere rechtliche Absicherung durch ein Verbandsklagerecht;","706",0
"Gleichstellungsgesetz für die private Wirtschaft, das Unternehmen so lange zu Maßnahmen verpflichtet, bis mindestens eine 50-Prozent-Quote für Frauen auf allen Qualifikationsstufen bis hin zu Vorständen und Aufsichtsräten erreicht ist;","706",0
"• Mitbestimmung der Beschäftigten ausbauen:","202",0
"Die Beteiligung von abhängig Beschäftigten und ihren Gewerkschaften an wesentlichen Entscheidungen der Unternehmen stärken;","701",0
"die paritätische Mitbestimmung der abhängig Beschäftigten auf alle privaten, öffentlichen und gemeinwirtschaftlichen Unternehmen ausweiten, die mehr als 100 Beschäftigte haben;","202",0
"die Mitbestimmung bei wirtschaftlichen Entscheidungen auch in kleineren Betrieben im Betriebsverfassungsgesetz verankern;","202",0
"• Rechte von Gewerkschaften und Betriebsräten verbessern:","701",0
"den Antistreikparagraphen abschaffen;","701",0
"das Streikrecht auf Übernahmen und Verlagerungen von Unternehmen ausweiten,","701",0
"ein Verbandsklagerecht für Gewerkschaften zum Schutz geltender Tarife einführen;","701",0
"das Recht auf politischen Streik wie in anderen Ländern Europas durchsetzen.","202",0
"2.2. Wirtschaft gestalten",NA,NA
"„Die kapitalistische Produktion entwickelt daher nur die Technik und Kombination des gesellschaftlichen Produktionsprozesses, indem sie zugleich die Springquellen allen Reichtums untergräbt: die Erde und den Arbeiter.“ Karl Marx","415",0
"Millionen Menschen erwarten zu Recht, dass der Staat Einfluss auf die Wirtschaft nimmt.","412",0
"Die entscheidende Frage ist längst nicht mehr, ob die öffentliche Hand sich wirtschaftlich engagiert, sondern in wessen Interesse, mit welchen Zielen und auf wessen Kosten das geschieht.","412",0
"Eine Demokratie funktioniert nur dann, wenn sie die Ziele demokratischer Mehrheiten auch gegenüber wirtschaftlicher Macht durchsetzen kann.","412",0
"Die gewählten Repräsentantinnen und Repräsentanten des Volkes müssen den Unternehmen die Ziele des Wirtschaftens und einen klar definierten Rahmen vorgeben.","412",0
"Deshalb treten wir für eine neue Wirtschafts- und Sozialordnung ein.","412",0
"Als erster Schritt muss der Finanzsektor unter demokratische Kontrolle gestellt werden.","403",0
"Sparkassen und Genossenschaftsbanken beweisen, dass Banken in den Dienst der Gesellschaft gestellt werden können.","403",0
"In Zukunft sollen alle Banken dem Gemeinwohl dienen.","403",0
"Wer allerdings versucht, den Finanzmarkt zu regulieren, ohne die immer weitere Anhäufung von Kapital und Vermögen zu stoppen und zu reduzieren, ist zum Scheitern verurteilt.","503",0
"Die Enteignung von Millionen arbeitender Menschen muss wieder rückgängig gemacht werden.","503",0
"Das ist nicht nur ein Gebot der sozialen Gerechtigkeit,","503",0
"sondern auch der wirtschaftspolitischen Vernunft, denn nur so kann die Binnennachfrage gestärkt werden.","408",0
"Das Thema Wirtschaftsdemokratie gehört auf die Tagesordnung.","403",0
"Wer den Unternehmerinnen und Unternehmern und den Finanzfonds freie Hand lässt, verhindert Demokratie.","403",0
"Genau dies erleben wir jetzt täglich.","403",0
"Auch auf betrieblicher Ebene muss die Sozialbindung des Eigentums gesichert werden.","403",0
"In den vergangenen Jahren wurde die wachsende Unterordnung des Betriebsvermögens unter die Interessen der Investmentfonds gefeiert.","403",0
"Diese Fonds sind an der langfristigen Unternehmensentwicklung nicht interessiert.","403",0
"Massenentlassungen in florierenden Betrieben wurden normal und die Rechte der Beschäftigten Makulatur.","701",0
"Wir fordern ein Verbot von Massenentlassungen bei allen Unternehmen, die nicht insolvenzgefährdet sind.","403",0
"Es geht jetzt darum, die ständige Enteignung der Lohnabhängigen durch Arbeitsplatzverlust, Kurzarbeit und Lohndumping umzukehren.","701",0
"DIE LINKE fordert deshalb, dass staatliche Hilfen nur im Tausch gegen entsprechende Eigentumsanteile und Entscheidungsrechte der öffentlichen Hand und Belegschaften vergeben werden;","412",0
"die Großgläubiger müssen benannt werden.","403",0
"Nicht zuletzt brauchen wir eine neue internationale Wirtschaftspolitik.","107",0
"Dass Spekulanten die Handels- und Kapitalströme bestimmen und schwere Krisen auslösen, ist ein globaler Irrsinn, der nicht hinzunehmen ist.","403",0
"Auf europäischer Ebene müssen Regulierungs- und Aufsichtsstrukturen aufgebaut und bestehende gestärkt werden.","403",108
"Auf internationaler Ebene ist darüber hinaus eine Reform des Währungssystems erforderlich, um die Abhängigkeit der Wechselkurse von spekulativen Kapitalbewegungen zu beenden.","107",0
"Es müssen Zielzonen für die Wechselkurse eingerichtet werden, um den Welthandel zu stabilisieren.","412",0
"Es ist wichtig, dass die Steueroasen wirklich geschlossen werden.","403",0
"Vergesellschaftung des Finanzsektors, Demokratisierung der Wirtschaft, mehr soziale Gerechtigkeit, stärkerer Binnenmarkt und konsequenter ökologischer Umbau – diese Leitlinien sind zugleich eine wirksame Politik für kleine und mittlere Unternehmen.","403",0
"Diese gilt es darüber hinaus mit einer gezielten Steuer- und Förderpolitik zu unterstützen.","402",0
"DIE LINKE fordert: • private Banken vergesellschaften,","413",0
"den Finanzsektor öffentlicher Kontrolle unterwerfen und strikt regulieren:","403",0
"den privaten Bankensektor in die öffentliche Hand überführen und, entsprechend den Sparkassen, auf das Gemeinwohl verpflichten;","413",0
