"content","cmp_code","eu_code"
"Wir orientieren uns an dem Ziel einer nachhaltigen Entwicklung und einer nachhaltigen Wirtschaftsweise.","416",NA
"Ein Zurück zur gefährlichen Atomenergie, wie es CDU/CSU und FDP wollen, wird es mit uns nicht geben.","501",NA
"Eine atomare Welt wollen wir unseren Kindern nicht überlassen.","501",NA
"Das sieht die große Mehrheit der Deutschen genauso und wir werden dafür kämpfen, dass keine Regierung hier jemals das Rad wieder zurückdrehen kann.","501",NA
"Deutschland ist grüner geworden",NA,NA
"Wir GRÜNE konnten viel bewirken.","305",NA
"Die vergangenen sieben Jahre waren eine Periode der grünen Veränderungen und Aufbrüche.","305",NA
"Wir haben für einen umweltpolitischen Aufbruch gesorgt","501",NA
"und wesentliche Erfolge beim Verbraucherschutz erzielt.","403",NA
"Durch uns ist Deutschland heute globaler Markt- und Technologieführer bei Windkraft und bei der Photovoltaik.","411",NA
"Zehntausende neue Arbeitsplätze sind durch diese aktive Industriepolitik entstanden.","411",NA
"Überall im Land installieren mittelständische Unternehmen neue Anlagen, bauen Handwerksbetriebe Energiespartechnik und Wärmeisolierung in Gebäude ein und verweisen Häuslebauer stolz auf die Solarzellen auf dem Dach.","411",NA
"Durch uns haben Landwirte neue Chancen als Energiewirte und durch die Förderung des ökologischen Landbaus bekommen.","703",NA
"Durch uns wurde die Macht der Verbraucherinnen und Verbraucher gestärkt und so zukunftsfähiges Wirtschaften begonnen.","403",NA
"Unsere Republik ist grüner geworden.","305",NA
"In der Gesellschaftspolitik haben wir das noch aus der Kaiserzeit stammende Staatsbürgerschaftsrecht reformiert und mit der Anerkennung Deutschlands als Einwanderungsland endlich den Weg frei gemacht für eine zukunftsfähige Integrationspolitik.","607",NA
"Ohne uns hätte es eine Entschädigung der NS-Zwangsarbeiter und -Zwangsarbeiterinnen nicht gegeben.","706",NA
"Mit der eingetragenen Lebenspartnerschaft für gleichgeschlechtliche Paare ist uns eine kleine Kulturrevolution gelungen.","705",NA
"Wir haben die Gleichstellung von Frauen und Männern, die Vereinbarkeit von Familie und Beruf und beste Chancen für alle Kinder voran gebracht.","503",NA
"Wir haben uns eingesetzt für eine offene und tolerante Gesellschaft, in der alle Menschen selbstbestimmt und in Sicherheit und Frieden leben können.","607",NA
"Bei allen Schwierigkeiten gab es auch im wirtschaftlichen und sozialen Bereich Fortschritte.","305",NA
"Wir haben den Reformstau der neunziger Jahre aufgelöst und sind erste Schritte gegangen, um unser System der sozialen Sicherung dauerhaft zu sichern und an die Anforderungen des demografischen Wandels anzupassen.","504",NA
"Neben der Verteilungsgerechtigkeit setzen wir auf Teilhabegerechtigkeit, Geschlechtergerechtigkeit, Generationengerechtigkeit und Internationale Gerechtigkeit.","503",NA
"Unter schwierigen gesamtwirtschaftlichen Bedingungen haben wir das Rentensystem generationengerechter gemacht,","503",NA
"der Anstieg der Gesundheitsbeiträge abgemildert","303",NA
"und Kinder und Familien besser gestellt.","603",NA
"Wir haben die kleinen und mittleren Unternehmen spürbar entlastet","403",NA
"und damit Arbeit und soziale Sicherheit an der richtigen Stelle gesichert.","504",NA
"Die Zusammenlegung von Arbeitslosen- und Sozialhilfe war ein richtiger, wenn auch ungenügender Schritt in Richtung einer sozialen Grundsicherung, dem zudem im Einzelnen bisher noch viele Fehler anhaften.","504",NA
"Globale Verantwortung für Sicherheit, gerechte Globalisierung, Frieden und Menschenrechte wurden zum Leitbild der deutschen Außenpolitik.","107",NA
"Dafür haben wir uns in Europa ebenso eingesetzt wie im Rahmen der Vereinten Nationen.","107",NA
"Schwarze und rote Blockaden",NA,NA
"Vieles wurde im Bundesrat seit 1999 von CDU/CSU unverhohlen und zum Schaden der Bürgerinnen und Bürger blockiert.","305",NA
"Oft wurde die Zustimmung zu notwendigen Reformen mit erpresserischen Forderungen verbunden, die konservativen Lobbyinteressen dienten oder die politische Balance verletzten.","305",NA
"Das galt in der Steuerpolitik wie bei der Föderalismusreform und dem Umweltgesetzbuch, bei Gesundheits- und Arbeitsmarktreform, bei Zuwanderung und Bürgerrechten.","305",NA
"Grün ist in der Regierung treibende Kraft gewesen.","305",NA
"Wir sind bei unserem Koalitionspartner aber auch immer wieder an Grenzen gestoßen.","305",NA
"Statt Partei für die kleinen und mittleren Unternehmen zu ergreifen, erwies sich die SPD oftmals als strukturkonservative Partei der großen Konzerne.","403",NA
"So bedurfte es jahrelanger Auseinandersetzungen, um die steuerliche Diskriminierung von Gas gegenüber Kohle und Atom endlich abzuschaffen und für Wettbewerb in der Energiewirtschaft und Fortschritte beim Emmissionshandel zu sorgen.","403",NA
"In der Verkehrspolitik haben wir die Investitionen in die Schiene um 60% gesteigert und die Lkw-Maut eingeführt,","303",NA
"zu viele Milliarden werden aber immer noch für überteuerte Prestigeprojekte ausgegeben.","414",NA
"Eine umfassende Verkehrsverlagerung auf die Schiene und hin zu umweltschonender Mobilität konnten wir noch nicht erreichen.","501",NA
"Der Abbau umweltschädlicher Subventionen ist nicht schnell genug vorangekommen.","501",NA
"In der Innenpolitik mussten wir vielfach dafür sorgen, dass Otto Schily die CDU/CSU nicht rechts überholte.","305",NA
"Die SPD war  für eine Modernisierung der Gesellschaft, aber nicht selten blockierte sie gleichzeitig, wie zum Beispiel in der Zuwanderungspolitik oder beim Gleichstellungsgesetz für die Privatwirtschaft.","503",NA
"Den Ausstieg aus der Wehrpflicht haben wir verfochten, aber noch nicht zum Abschluss bringen können.","105",NA
"Ehrliche Bilanz –  Aus Fehlern lernen",NA,NA
"Wir mussten in den letzten Jahren vieles gleichzeitig anpacken, weil die gesellschaftlichen Herausforderungen nach beherzten Reformen verlangten.","303",NA
"Zu einer ehrlichen Bilanz gehört es festzustellen, dass auch wir Fehler gemacht und aus Fehlern zu lernen haben.","305",NA
"Auf das dramatische Problem der Massenarbeitslosigkeit, die Globalisierung und die Klimazerstörung gibt es keine einfachen Antworten, wie es uns die Neoliberalen oder altlinken Populisten vormachen wollen.","305",NA
"Alte Sicherheiten sind ins Wanken geraten, und nicht immer haben die eingeleiteten Reformen rechtzeitig neue Sicherheiten und gerechte Zukunftsperspektiven entstehen lassen.","504",NA
"Die Antworten, die wir gegeben haben, wurden oft als kalt empfunden und als ungerecht kritisiert.","503",NA
"Wir haben die Verunsicherung bis in weite Teile der Gesellschaft hinein unterschätzt und nicht deutlich genug gemacht, dass es darum geht, gerade für die großen sozialen Risiken und in Zeiten von Umbrüchen und Hilfebedarf Verlässlichkeit und Bürgernähe zu gewährleisten.","504",NA
"Nur Reiche können sich einen armen Staat erlauben, deshalb müssen wir alle Wege prüfen, die Handlungsfähigkeit des Staates und seine nachhaltige Finanzierung im Sinne einer ökologischen und solidarischen Verantwortung sicherzustellen.","303",NA
"Es war ein Fehler, die Arbeits-, Wirtschafts- und Sozialpolitik in den letzten Jahren zu stark der SPD zu überlassen, die hier eine Kernkompetenz beansprucht, aber vielfach nicht einlöst.","504",NA
"So steht in der Arbeitsmarktpolitik das Fördern der Arbeitssuchenden noch nicht hinreichend dem Fordern gegenüber.","504",NA
"Für eine endgültige Bilanz der arbeitsmarktpolitischen Wirkung des ALG II ist es nach einem halben Jahr noch zu früh.","303",NA
"Wir wollen aber als Partei der Selbstbestimmung die Ehepartner stärker mit einem eigenen Anspruch ausstatten.","504",NA
"Wir wollen, dass auch arbeitslose Partner und Partnerinnen ohne eigenen Leistungsanspruch einen eigenen Zugang zu aktiven Hilfen und einem eigenem Krankenversicherungsschutz haben.","504",NA
"Schließlich muss privates Altersvorsorge-vermögen stärker als bisher vor der Anrechnung beim Arbeitslosengeld II geschützt werden.","504",NA
"Die  Lohnnebenkosten sind gerade im unteren Einkommensbereich immer noch zu hoch und wir müssen daran arbeiten, dass sie erheblich sinken und so Arbeit in den neuen Dienstleistungsfeldern entsteht - gerade in den innovativen Beschäftigungsfeldern wie Gesundheit, Bildung, Betreuung, Kommunikation, Umwelt und neue Energien.","701",NA
"Wir müssen mehr Ideen und mehr Mittel in Bildung und Forschung investieren,","506",NA
"um so zu mehr Innovation bei Technik und Verfahren zu kommen.","411",NA
"Wir wissen, dass wir nur zu mehr Arbeit und sozialer Sicherheit kommen, wenn wir den schwierigen Weg der Veränderung weitergehen.","504",NA
"Das Ziel ist die Sicherung von Solidarität und sozialer Bürgergesellschaft durch Reformen des Sozialstaates.","504",NA
"Wir reformieren ihn, weil wir ihn auch künftig brauchen.","504",NA
"Wir haben verstanden, dass wir noch stärker darauf achten müssen, alle auf diesem Weg mitzunehmen.","503",NA
"Wir wollen unser Land weiter modernisieren, aber wir werden dafür einstehen, dass es dabei gerecht und solidarisch zugeht.","503",NA
"Auf GRÜNE kommt es an",NA,NA
"Wir versprechen Ihnen nicht, dass es einfach wird, den begonnenen Weg der solidarischen Modernisierung","603",NA
"und ökologischen Verantwortung zu gehen.","501",NA
"Wir sind jedoch sicher, dass es sich lohnt, darum zu kämpfen und dass es der richtige Weg für unser Land ist.","303",NA
"Entlang unserer Werte der Ökologie, der Selbstbestimmung, der Gerechtigkeit, und der Demokratie entwickeln wir unsere grüne Agenda im Sinne des Gemeinwohls.","503",NA
"Wir wollen mit unserer Wirtschafts- und Sozialpolitik die Voraussetzungen für neue Ausbildungsplätze und Arbeitsplätze mit Zukunft schaffen und soziale Ausgrenzung bekämpfen.","503",NA
"Unsere Gesellschaft braucht ein kreatives und produktives Klima, in dem neue Beschäftigungsbereiche entstehen und Innovation gedeiht und die Kompetenzen aller Menschen einbezogen werden.","411",NA
"Wir treten ein für eine Senkung der Lohnnebenkosten im unteren Einkommensbereich, um so Beschäftigung in den neuen Dienstleistungsfeldern zu schaffen.","701",NA
"Für diese Beitragsentlastung wollen wir überflüssige Subventionen streichen sowie Spitzeneinkommen und Konzerngewinne stärker einbeziehen.","403",NA
"Wir wollen die solidarische Bürgerversicherung,","504",NA
"die soziale Grundsicherung und","504",NA
"Mindestlohnregelungen einführen,","504",NA
"eine europäische Sozialordnung entwickeln","108",NA
"und einen entschlossenen Kampf gegen Steuerflucht und –hinterziehung führen.","605",NA
"Wir wollen den Kampf gegen die Klimazerstörung und für eine neue Energiepolitik verstärken.","501",NA
"Unsere Wirtschaft wollen wir ressourcenschonend gestalten.","501",NA
"Mit neuer Energie wollen wir weitere hunderttausende neue Arbeitsplätze im Umweltsektor schaffen","411",NA
"und uns für den Schutz der Natur einzusetzen.","501",NA
"Und wir kämpfen für eine Verkehrspolitik, in der Autofahren ökologischer und Bahnfahren billiger und attraktiver wird.","501",NA
"Wir wollen eine neue Landwirtschaft und starke ländliche Räume,","703",NA
"wir wollen die Rechte der Verbraucherinnen und Verbraucher stärken und gesunde Lebensmittel für alle.","403",NA
"Für uns hat die Gesundheit der Verbraucherinnen und Verbraucher Vorrang  vor wirtschaftlichen Interessen.","403",NA
"Deshalb ist es richtig, die Agrarwende konsequent weiter zu führen mit einem Verbraucherinformationsgesetz und durch verständliche Kennzeichnungen offen zu legen, was in Lebensmitteln und Konsumgütern steckt, damit jeder und jede sich frei entscheiden kann.","403",NA
"Wir wollen den Menschen durch Bildung eine Zukunftsperspektive geben.","506",NA
"Bildung darf nicht eine Frage des Geldbeutels sein.","503",NA
"Es ist richtig, Kinder von Anfang an individuell zu fördern und ein Aussortieren in der Schule zu verhindern.","506",NA
"Unser Ziel ist es, den Anteil derer, die keinen Abschluss bekommen, massiv zu senken und den Anteil derjenigen, die zum Studium kommen, deutlich zu erhöhen.","506",NA
"Wir wollen, dass allen Kindern und Jugendlichen eine Perspektive eröffnet wird und keines in Armut und Unsicherheit leben muss.","503",NA
"Deshalb ist es richtig, Kinder individuell zu fördern, ihnen zu eigenen Rechten zu verhelfen und das Leben mit ihnen abzusichern.","504",NA
"Angesichts der ökonomischen Herausforderungen des demografischen Wandels und der gesellschaftlichen Veränderungen brauchen wir eine aktive Politik für lebensbegleitendes Lernen.","506",NA
"Weiterbildung muss endlich zu einer neuen Säule unseres Bildungswesens werden.","411",NA
"Gleiche Rechte für Frauen und Männer muss auch gleiche Chancen für beide Geschlechter bedeuten.","503",NA
"Wir wollen eine Arbeitswelt, die Frauen gleiche Löhne für gleichwertige Arbeit zahlt, ihnen gleiche Aufstiegschancen bietet und in der sie nicht an der Doppel- und Dreifachbelastung scheitern.","503",NA
"Wir wollen das Engagement für Demokratie, Bürgerrechte, Minderheiten und eine weltoffene Gesellschaft weiter führen.","202",NA
"Der Realität der multikulturellen Demokratie begegnen wir nicht mit Abschottung und Diskriminierung nach innen und außen, sondern mit einer Politik der Anerkennung und Integration.","607",NA
"Gewaltherrschaft und die staatlich organisierte Massenvernichtung von Menschen gehören zur jüngeren deutschen Geschichte.","201",NA
"Das Leid der Opfer des Naziterrors können wir nicht wieder gutmachen.","705",NA
"Wir halten die Erinnerung wach und sie hält uns wach.","607",NA
"Das bestärkt uns in unserem Engagement gegen Antisemitismus und Rechtsextremismus.","607",NA
"Wir treten national wie international für die gerechte Globalisierung","503",NA
"und eine dem Frieden, der Gewaltfreiheit, den Menschenrechten und der Demokratie verpflichtete Außenpolitik ein.","107",NA
"Wir wollen ein starkes demokratisches und solidarisches Europa und machen uns für eine transparente und bürgernahe EU stark.","108",NA
"Es ist richtig, dass internationale Sicherheit viel mehr braucht als Militär, nämlich Krisenprävention, Menschen-rechte, Demokratie, Armutsbekämpfung, geostrategische Umweltpolitik und faire Chancen für Entwicklungsländer.","107",NA
"GRÜNE statt schwarz-gelbe Republik",NA,NA
"Wer in Anbetracht der schwierigen Lage wie CDU/CSU und FDP mit einfachen Antworten kommt, nachdem er jahrelang im Bundesrat blockiert hat, lügt.","305",NA
"Und wer jetzt nicht einmal den Mut hat, seine Pläne offen zu legen, um möglichst wenige Wähler zu verschrecken, lügt doppelt.","305",NA
"Schwarz-gelb bietet angesichts der Sorgen der Menschen vor Arbeitslosigkeit nicht mehr, sondern weniger soziale Sicherheit und soziale Rechte:","504",NA
"Einschränkung des Kündigungsschutzes, Beschneidung der Arbeitnehmerrechte, Eingriff in die Tarifautonomie.","701",NA
"Schwarz-gelb bietet angesichts der sozialen Schieflage zwischen arm und reich nicht mehr, sondern weniger Gerechtigkeit:","503",NA
"Kopfpauschale in der Krankenversicherung, Belastung unterer Einkommen und Entlastung von Spitzenverdienern.","701",NA
"Schwarz-gelb vertritt ein Steuerkonzept, das die Reichen belohnt und die Menschen mit unteren und mittleren Einkommen schwächt.","701",NA
"CDU/CSU und FDP reden von einer Reform der Sozialversicherungssysteme, meinen aber eine Zweiklassen-Medizin.","503",NA
"Schwarz-gelb will nicht mehr, sondern weniger Ökologie:","501",NA
"Wiedereinstieg in die Atomkraft und Gefährdung von vielen Arbeitsplätzen im Bereich der Erneuerbaren Energien sowie Gentechnik","701",NA
"in der Landwirtschaft und in Lebensmitteln.","501",NA
"Schwarz-gelb beantwortet die Herausforderungen der modernen Gesellschaft nicht mit Selbstbestimmung und Anerkennung unterschiedlicher Lebensentwürfe,","607",NA
"sondern mit Ausgrenzung, Stillstand in der Gleichstellungspolitik , Rückschritte bei den Rechten für Schwule und Lesben, Abbau von Flüchtlingsrechten, Integration als Zwangsmaßnahme.","503",NA
"CDU/CSU reagieren auf Sicherheitsbedrohungen mit dem systematischen Abbau von Freiheitsrechten.","602",NA
"Doch wer die Freiheit im Namen der Sicherheit abschafft, wird am Ende beides verlieren.","201",NA
"Das Ungleichgewicht im Spannungsverhältnis von  Kapital und Arbeit soll von CDU/CSU und FDP noch gesteigert werden.","701",NA
"Frau Merkel nennt das ”Agenda Arbeit”.","701",NA
"Aber tatsächlich zerstört sie das Soziale der Marktwirtschaft.","403",NA
"Schwarz-gelb hat mit seiner Mehrheit im Bundesrat einen Vorgeschmack darauf gegeben, was Deutschland unter Merkel/Westerwelle/Stoiber erwarten würde:","305",NA
"Viele der als besonders ungerecht empfundenen Regelungen bei den Reformen gehen auf das Konto von schwarz-gelb im Bundesrat.","503",NA
"Bei der Gesundheitsreform hat sich die Union zum Büttel der Pharmaindustrie und Apothekenlobby gemacht und deren Privilegien verbissen verteidigt.","504",NA
"Das Hickhack um den Zahnersatz verursachte die Union durch ihre Dominanz im Bundesrat.","504",NA
"Bei den Zuverdienstmöglichkeiten bei HARTZ IV standen CDU/CSU auf der Bremse.","504",NA
